Unnamed: 0,question_stem,question_para_step,answer_label,answer_label_as_choice,choices,metadata_question_id,metadata_graph_id,metadata_para_id,metadata_question_type,metadata_path_len,split,label,context,input,output,task,input_length,output_text,output_label,question,updated_answer,domain_label,question_type,baseline_pred,baseline_choice,baseline_is_correct,know_pred,know_choice,know_is_correct
18,"suppose more global warming causes less rain happens, how will it affect temperatures are more moderate and even.","['The farmer chooses a crop that will grow well in his region', 'The farmer tills the soil to loosen it', 'The farmer spreads seeds', 'The farmer tills again to plant the seeds', 'Crops grow.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:690:1347:9#1,1347,690,EXOGENOUS_EFFECT,3,test,1,The farmer chooses a crop that will grow well in his region. The farmer tills the soil to loosen it. The farmer spreads seeds. The farmer tills again to plant the seeds. Crops grow.,context: 1. the farmer chooses a crop that will grow well in his region 2. the farmer tills the soil to loosen it 3. the farmer spreads seeds 4. the farmer tills again to plant the seeds 5. crops grow. question: suppose more global warming causes less rain happens how will it affect temperatures are more moderate and even? options: a) more b) less c) no effect,less,wiqa,79,b) less,b,"if global warming results in less rainfall, how will this affect the moderation and evenness of temperatures?",less,science,effect quantification,c) no effect (directly on temperature moderation and evenness),c,0,"c) no effect (for the given causal system, global warming and its effect on rain",c,0
421,"suppose there was movement of tectonic plates happens, how will it affect less flowers being pollinated.","['Bees land on flowers and eat the nectar of the plants', 'While on the flowers pollen gets on the bee&#x27;s fur', 'The bee flies to another area with other flowers', 'The pollen is deposited in that area', 'A plant is able to reproduce.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:744:1010:199,1010,744,OUTOFPARA_DISTRACTOR,0,test,2,Bees land on flowers and eat the nectar of the plants. While on the flowers pollen gets on the bee&#x27;s fur. The bee flies to another area with other flowers. The pollen is deposited in that area. A plant is able to reproduce.,context: 1. bees land on flowers and eat the nectar of the plants 2. while on the flowers pollen gets on the bee&#x27;s fur 3. the bee flies to another area with other flowers 4. the pollen is deposited in that area 5. a plant is able to reproduce. question: suppose there was movement of tectonic plates happens how will it affect less flowers being pollinated? options: a) more b) less c) no effect,no effect,wiqa,96,c) no effect,c,"if there is movement of tectonic plates, how will this affect the pollination of flowers?",no effect,science,effect quantification,c) no effect.,c,1,c) no effect.,c,1
406,"suppose there are no bee predators happens, how will it affect more bees land on flowers.","['Bees land on flowers and eat the nectar of the plants', 'While on the flowers pollen gets on the bee&#x27;s fur', 'The bee flies to another area with other flowers', 'The pollen is deposited in that area', 'A plant is able to reproduce.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:744:1008:64#1,1008,744,EXOGENOUS_EFFECT,3,test,0,Bees land on flowers and eat the nectar of the plants. While on the flowers pollen gets on the bee&#x27;s fur. The bee flies to another area with other flowers. The pollen is deposited in that area. A plant is able to reproduce.,context: 1. bees land on flowers and eat the nectar of the plants 2. while on the flowers pollen gets on the bee&#x27;s fur 3. the bee flies to another area with other flowers 4. the pollen is deposited in that area 5. a plant is able to reproduce. question: suppose there are no bee predators happens how will it affect more bees land on flowers? options: a) more b) less c) no effect,more,wiqa,95,a) more,a,"if there are no bee predators, how will this affect the number of bees landing on flowers?",more,science,effect quantification,c) no effect,c,0,c) no effect (assuming the bee population is not limited by other factors),c,0
491,"suppose going through a hurricane happens, how will it affect more urine.","['Blood delivers oxygen in the body', 'Proteins and acids are broken down in the liver', 'The liver releases waste in the form of urea', 'The blood carries the urea and carbon dioxide to the kidneys', 'The kidneys strain the urea and salts needed from the blood', 'The carbon dioxide by product is transported back to the lungs', 'Carbon dioxide is exhaled by the lungs.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:846:1739:82,1739,846,OUTOFPARA_DISTRACTOR,0,test,2,Blood delivers oxygen in the body. Proteins and acids are broken down in the liver. The liver releases waste in the form of urea. The blood carries the urea and carbon dioxide to the kidneys. The kidneys strain the urea and salts needed from the blood. The carbon dioxide by product is transported back to the lungs. Carbon dioxide is exhaled by the lungs.,context: 1. blood delivers oxygen in the body 2. proteins and acids are broken down in the liver 3. the liver releases waste in the form of urea 4. the blood carries the urea and carbon dioxide to the kidneys 5. the kidneys strain the urea and salts needed from the blood 6. the carbon dioxide by product is transported back to the lungs 7. carbon dioxide is exhaled by the lungs. question: suppose going through a hurricane happens how will it affect more urine? options: a) more b) less c) no effect,no effect,wiqa,111,c) no effect,c,"if someone goes through a hurricane, how will it affect urine production?",no effect,science,effect quantification,c) no effect.,c,1,c) no effect.,c,1
299,"suppose the area is very volcanically active happens, how will it affect there will be more volcanoes.","['Techtonic plates in the earths crust move', 'Movement creates fissures', 'Upheavals in the crust', 'Fissures allow lava to erupt into volcanoes at the surface', 'Volcanoes erupt, accumulating lava, forming mountains', 'Upheavals in the crust become their own mountains', '']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:1104:100:29#1,100,1104,EXOGENOUS_EFFECT,3,test,0,"Techtonic plates in the earths crust move. Movement creates fissures. Upheavals in the crust. Fissures allow lava to erupt into volcanoes at the surface. Volcanoes erupt, accumulating lava, forming mountains. Upheavals in the crust become their own mountains.","context: 1. techtonic plates in the earths crust move 2. movement creates fissures 3. upheavals in the crust 4. fissures allow lava to erupt into volcanoes at the surface 5. volcanoes erupt, accumulating lava, forming mountains 6. upheavals in the crust become their own mountains 7.  question: suppose the area is very volcanically active happens how will it affect there will be more volcanoes? options: a) more b) less c) no effect",more,wiqa,111,a) more,a,"if an area is very volcanically active, how will this affect the number of volcanoes in that area?",more,science,effect quantification,a) more.,a,1,a) more.,a,1
218,"suppose no chemicals are put on the plant that would kill the insects and birds happens, how will it affect pollen will stick to them.","['A flowering plant has stamen and pistils', 'An insect ot bird lands on the plant', 'Some of the pollen sticks to it', 'The insect or bird travels to another plant of the same species', 'The pollen is tranferred to the new plant.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:1273:630:56#2,630,1273,EXOGENOUS_EFFECT,3,test,0,A flowering plant has stamen and pistils. An insect ot bird lands on the plant. Some of the pollen sticks to it. The insect or bird travels to another plant of the same species. The pollen is tranferred to the new plant.,context: 1. a flowering plant has stamen and pistils 2. an insect ot bird lands on the plant 3. some of the pollen sticks to it 4. the insect or bird travels to another plant of the same species 5. the pollen is tranferred to the new plant. question: suppose no chemicals are put on the plant that would kill the insects and birds happens how will it affect pollen will stick to them? options: a) more b) less c) no effect,more,wiqa,100,a) more,a,"if no chemicals are applied to the plant that could kill insects and birds, how will this affect the amount of pollen that sticks to the plants?",more,science,effect quantification,c) no effect.,c,0,b) less,b,0
429,"suppose less condensation occurs happens, how will it affect a less intense water cycle.","['Evaporation of water at a surface turns into water vapors', 'Rises into the Earth&#x27;s atmosphere', 'Condensation occurs when water vapor turns into tiny particles of water/ice', 'And form together into clouds or fog', 'Precipitation of rain/snow occurs when wind/temperatures change', 'Fallen rain or snow collects into surface water which will evaporate into water vapor again.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:947:1985:88#1,1985,947,EXOGENOUS_EFFECT,4,test,0,Evaporation of water at a surface turns into water vapors. Rises into the Earth&#x27;s atmosphere. Condensation occurs when water vapor turns into tiny particles of water/ice. And form together into clouds or fog. Precipitation of rain/snow occurs when wind/temperatures change. Fallen rain or snow collects into surface water which will evaporate into water vapor again.,context: 1. evaporation of water at a surface turns into water vapors 2. rises into the earth&#x27;s atmosphere 3. condensation occurs when water vapor turns into tiny particles of water/ice 4. and form together into clouds or fog 5. precipitation of rain/snow occurs when wind/temperatures change 6. fallen rain or snow collects into surface water which will evaporate into water vapor again. question: suppose less condensation occurs happens how will it affect a less intense water cycle? options: a) more b) less c) no effect,more,wiqa,113,a) more,a,"if condensation occurs less frequently, how will this impact the intensity of the water cycle?",less,science,effect quantification,c) no effect,c,0,"c) less effect (however, less condensation can lead to drought conditions)",c,0
39,"suppose fewer rocks are forced out of the earth happens, how will it affect smaller mountains.","['Tectonic plates beneath the earth rub against each other', 'The rocks around the cracks crumble', 'An earth quake happens', 'The force of the earthquake is large', 'Rocks are pushed up out of the earth by the force', 'These rocks become volcanos', 'The volcanos erupt many times', 'The size of the rocky area grows', 'The volcano becomes dormant', 'The volcano and its eruptions become a mountain.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:80:267:114#0,267,80,EXOGENOUS_EFFECT,4,test,0,Tectonic plates beneath the earth rub against each other. The rocks around the cracks crumble. An earth quake happens. The force of the earthquake is large. Rocks are pushed up out of the earth by the force. These rocks become volcanos. The volcanos erupt many times. The size of the rocky area grows. The volcano becomes dormant. The volcano and its eruptions become a mountain.,context: 1. tectonic plates beneath the earth rub against each other 2. the rocks around the cracks crumble 3. an earth quake happens 4. the force of the earthquake is large 5. rocks are pushed up out of the earth by the force 6. these rocks become volcanos 7. the volcanos erupt many times 8. the size of the rocky area grows 9. the volcano becomes dormant 10. the volcano and its eruptions become a mountain. question: suppose fewer rocks are forced out of the earth happens how will it affect smaller mountains? options: a) more b) less c) no effect,more,wiqa,120,a) more,a,"if fewer rocks are forced out of the earth, how will this affect the size of the mountains?",less,science,effect quantification,c) no effect,c,0,c) no effect (assuming the upheaval and volcanic activity still occur),c,0
447,"suppose less drought is caused by cooler temperatures happens, how will it affect less crops.","['The farmer chooses a crop that will grow well in his region', 'The farmer tills the soil to loosen it', 'The farmer spreads seeds', 'The farmer tills again to plant the seeds', 'Crops grow.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:690:1347:7#1,1347,690,EXOGENOUS_EFFECT,4,test,1,The farmer chooses a crop that will grow well in his region. The farmer tills the soil to loosen it. The farmer spreads seeds. The farmer tills again to plant the seeds. Crops grow.,context: 1. the farmer chooses a crop that will grow well in his region 2. the farmer tills the soil to loosen it 3. the farmer spreads seeds 4. the farmer tills again to plant the seeds 5. crops grow. question: suppose less drought is caused by cooler temperatures happens how will it affect less crops? options: a) more b) less c) no effect,less,wiqa,76,b) less,b,"if cooler temperatures lead to less drought, how will this affect crop yield?",more,science,effect quantification,"c) no effect (on the given steps provided in the scenario, cooler temperatures do not directly",c,0,"c) no effect (assuming ""drought"" in the question refers to lack of water,",c,0
203,"suppose more polluted waters happens, how will it affect more bees visit a flower.","['A bee visits a flower', 'The hairs on the bees legs collect pollen', 'The bee moves on to a different flower', 'Some pollen falls off the bee', 'The flower is pollinated.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:745:767:50,767,745,OUTOFPARA_DISTRACTOR,0,test,2,A bee visits a flower. The hairs on the bees legs collect pollen. The bee moves on to a different flower. Some pollen falls off the bee. The flower is pollinated.,context: 1. a bee visits a flower 2. the hairs on the bees legs collect pollen 3. the bee moves on to a different flower 4. some pollen falls off the bee 5. the flower is pollinated. question: suppose more polluted waters happens how will it affect more bees visit a flower? options: a) more b) less c) no effect,no effect,wiqa,81,c) no effect,c,"if water becomes more polluted, how will this affect the number of bees visiting a flower?",less,science,effect quantification,c) no effect (assuming the scenario provided does not involve water being a part of the flower,c,0,c. no effect (directly),c,0
277,"suppose less water droplets in clouds become rain or snow and fall happens, how will it affect more fish.","['An adult fish lays eggs', 'The eggs incubate for a few weeks or months before hatching', 'The young fish remain where they hatched until they are big enough to venture into the open water', 'The fish continue to grow', 'The fish reach adulthood', 'Reproduce continuing the cycle.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:518:463:102,463,518,OUTOFPARA_DISTRACTOR,0,test,2,An adult fish lays eggs. The eggs incubate for a few weeks or months before hatching. The young fish remain where they hatched until they are big enough to venture into the open water. The fish continue to grow. The fish reach adulthood. Reproduce continuing the cycle.,context: 1. an adult fish lays eggs 2. the eggs incubate for a few weeks or months before hatching 3. the young fish remain where they hatched until they are big enough to venture into the open water 4. the fish continue to grow 5. the fish reach adulthood 6. reproduce continuing the cycle. question: suppose less water droplets in clouds become rain or snow and fall happens how will it affect more fish? options: a) more b) less c) no effect,no effect,wiqa,97,c) no effect,c,"if fewer water droplets in clouds become rain or snow and fall to the earth, how will this affect the number of fish?",no effect,science,effect quantification,c) no effect,c,1,c) no effect,c,1
153,"suppose there are fewer predators happens, how will it affect more tadpoles turn into frogs.","['A frog lays eggs in the water', 'Tadpoles develop inside of the eggs', 'The eggs hatch', 'The tadpoles eat and grow', 'The tadpoles grow legs and form into frogs', 'The frogs leave the water.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:515:457:64#0,457,515,EXOGENOUS_EFFECT,3,test,0,A frog lays eggs in the water. Tadpoles develop inside of the eggs. The eggs hatch. The tadpoles eat and grow. The tadpoles grow legs and form into frogs. The frogs leave the water.,context: 1. a frog lays eggs in the water 2. tadpoles develop inside of the eggs 3. the eggs hatch 4. the tadpoles eat and grow 5. the tadpoles grow legs and form into frogs 6. the frogs leave the water. question: suppose there are fewer predators happens how will it affect more tadpoles turn into frogs? options: a) more b) less c) no effect,more,wiqa,101,a) more,a,"if there are fewer predators, how will this affect the number of tadpoles turning into frogs?",more,science,effect quantification,c) no effect,c,0,less,a,1
349,"suppose the soil has rich properties happens, how will it affect more/larger pumpkins.","['First you dig a whole', 'You place a pumpkin seed in the hole', 'You put some dirt over the seed', 'You water the seed', 'The seed will sprout', 'A vine will grow', 'The vine will flower', 'Pumpkins will appear where the flowers were.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:1083:611:38#1,611,1083,EXOGENOUS_EFFECT,4,test,0,First you dig a whole. You place a pumpkin seed in the hole. You put some dirt over the seed. You water the seed. The seed will sprout. A vine will grow. The vine will flower. Pumpkins will appear where the flowers were.,context: 1. first you dig a whole 2. you place a pumpkin seed in the hole 3. you put some dirt over the seed 4. you water the seed 5. the seed will sprout 6. a vine will grow 7. the vine will flower 8. pumpkins will appear where the flowers were. question: suppose the soil has rich properties happens how will it affect more larger pumpkins? options: a) more b) less c) no effect,more,wiqa,81,a) more,a,"if the soil possesses rich properties, how will this affect the size and number of pumpkins produced?",more,science,effect quantification,a) more.,a,1,a) more.,a,1
275,"suppose if the water stays in the clouds happens, how will it affect a less intense water cycle.","['Evaporation of water at a surface turns into water vapors', 'Rises into the Earth&#x27;s atmosphere', 'Condensation occurs when water vapor turns into tiny particles of water/ice', 'And form together into clouds or fog', 'Precipitation of rain/snow occurs when wind/temperatures change', 'Fallen rain or snow collects into surface water which will evaporate into water vapor again.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:947:1983:50#1,1983,947,INPARA_EFFECT,3,test,0,Evaporation of water at a surface turns into water vapors. Rises into the Earth&#x27;s atmosphere. Condensation occurs when water vapor turns into tiny particles of water/ice. And form together into clouds or fog. Precipitation of rain/snow occurs when wind/temperatures change. Fallen rain or snow collects into surface water which will evaporate into water vapor again.,context: 1. evaporation of water at a surface turns into water vapors 2. rises into the earth&#x27;s atmosphere 3. condensation occurs when water vapor turns into tiny particles of water/ice 4. and form together into clouds or fog 5. precipitation of rain/snow occurs when wind/temperatures change 6. fallen rain or snow collects into surface water which will evaporate into water vapor again. question: suppose if the water stays in the clouds happens how will it affect a less intense water cycle? options: a) more b) less c) no effect,more,wiqa,118,a) more,a,"if water remains in the clouds, how will this affect the intensity of the water cycle?",less,science,effect quantification,c) no effect (water in clouds does not directly affect the intensity of the water cycle as it,c,0,c) less effect,c,0
248,"suppose fewer eggs are laid happens, how will it affect a more intense water cycle.","['Water from a lake or ocean evaporates', 'The water vapor enters the atmosphere', 'The water vapor accumulates', 'The vapor becomes clouds', 'The clouds become too heaavy', 'Precipitation occurs.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:949:1421:106,1421,949,OUTOFPARA_DISTRACTOR,0,test,2,Water from a lake or ocean evaporates. The water vapor enters the atmosphere. The water vapor accumulates. The vapor becomes clouds. The clouds become too heaavy. Precipitation occurs.,context: 1. water from a lake or ocean evaporates 2. the water vapor enters the atmosphere 3. the water vapor accumulates 4. the vapor becomes clouds 5. the clouds become too heaavy 6. precipitation occurs. question: suppose fewer eggs are laid happens how will it affect a more intense water cycle? options: a) more b) less c) no effect,no effect,wiqa,77,c) no effect,c,"if fewer eggs are laid, how will this affect the intensity of the water cycle?",no effect,science,effect quantification,c) no effect.,c,1,c) no effect.,c,1
487,"suppose there are more earthquakes happens, how will it affect more waste being removed from the body.","['Blood is full of different waste', 'Blood travels through the body', 'The blood enters the kidneys', 'The kidneys filter the blood', 'The waste is seperated', 'The urine contains the waste', 'The urine is expelled from the body.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:536:487:108,487,536,OUTOFPARA_DISTRACTOR,0,test,2,Blood is full of different waste. Blood travels through the body. The blood enters the kidneys. The kidneys filter the blood. The waste is seperated. The urine contains the waste. The urine is expelled from the body.,context: 1. blood is full of different waste 2. blood travels through the body 3. the blood enters the kidneys 4. the kidneys filter the blood 5. the waste is seperated 6. the urine contains the waste 7. the urine is expelled from the body. question: suppose there are more earthquakes happens how will it affect more waste being removed from the body? options: a) more b) less c) no effect,no effect,wiqa,81,c) no effect,c,"if there are more earthquakes, how will this affect the amount of waste being removed from the body?",no effect,science,effect quantification,c) no effect.,c,1,c) no effect.,c,1
132,"suppose less heat underground happens, how will it affect there are fewer green spaces.","['A flowering plant has stamen and pistils', 'An insect ot bird lands on the plant', 'Some of the pollen sticks to it', 'The insect or bird travels to another plant of the same species', 'The pollen is tranferred to the new plant.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:1273:629:50,629,1273,OUTOFPARA_DISTRACTOR,0,test,2,A flowering plant has stamen and pistils. An insect ot bird lands on the plant. Some of the pollen sticks to it. The insect or bird travels to another plant of the same species. The pollen is tranferred to the new plant.,context: 1. a flowering plant has stamen and pistils 2. an insect ot bird lands on the plant 3. some of the pollen sticks to it 4. the insect or bird travels to another plant of the same species 5. the pollen is tranferred to the new plant. question: suppose less heat underground happens how will it affect there are fewer green spaces? options: a) more b) less c) no effect,no effect,wiqa,89,c) no effect,c,"if there is less heat underground, how will it affect the presence of green spaces?",no effect,science,effect quantification,"c) no effect (assuming the presence of green spaces refers to the presence of plants, which",c,1,c) no effect (assuming the presence or absence of green spaces is not directly related to the,c,1
90,"suppose there are no cells happens, how will it affect more waste being removed from the body.","['Blood delivers oxygen in the body', 'Proteins and acids are broken down in the liver', 'The liver releases waste in the form of urea', 'The blood carries the urea and carbon dioxide to the kidneys', 'The kidneys strain the urea and salts needed from the blood', 'The carbon dioxide by product is transported back to the lungs', 'Carbon dioxide is exhaled by the lungs.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:846:1740:142,1740,846,OUTOFPARA_DISTRACTOR,0,test,2,Blood delivers oxygen in the body. Proteins and acids are broken down in the liver. The liver releases waste in the form of urea. The blood carries the urea and carbon dioxide to the kidneys. The kidneys strain the urea and salts needed from the blood. The carbon dioxide by product is transported back to the lungs. Carbon dioxide is exhaled by the lungs.,context: 1. blood delivers oxygen in the body 2. proteins and acids are broken down in the liver 3. the liver releases waste in the form of urea 4. the blood carries the urea and carbon dioxide to the kidneys 5. the kidneys strain the urea and salts needed from the blood 6. the carbon dioxide by product is transported back to the lungs 7. carbon dioxide is exhaled by the lungs. question: suppose there are no cells happens how will it affect more waste being removed from the body? options: a) more b) less c) no effect,no effect,wiqa,115,c) no effect,c,"if there are no  blood cells, how will this affect the amount of waste being removed from the body?",less,science,effect quantification,c) no effect (assuming the filtration process is still occurring in the kidneys),c,0,"c) no effect (assuming by ""blood cells"" you mean red blood cells, as",c,0
69,"suppose more magma rises to surface happens, how will it affect less magma gets to the surface.","['Tectonic plates smash together', 'The edges of the plates crumple up', 'The ridges are mountain ranges', 'Magma is forced to the surface', 'Magma forms a volcano.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:115:2079:43,2079,115,OUTOFPARA_DISTRACTOR,0,test,2,Tectonic plates smash together. The edges of the plates crumple up. The ridges are mountain ranges. Magma is forced to the surface. Magma forms a volcano.,context: 1. tectonic plates smash together 2. the edges of the plates crumple up 3. the ridges are mountain ranges 4. magma is forced to the surface 5. magma forms a volcano. question: suppose more magma rises to surface happens how will it affect less magma gets to the surface? options: a) more b) less c) no effect,no effect,wiqa,79,c) no effect,c,"if more magma rises to the surface, how will this affect the amount of magma that gets to the surface?",more,science,effect quantification,a) more.,a,1,a) more.,a,1
489,"suppose the water dries up before the tadpoles grow limbs happens, how will it affect fewer tadpoles grow limbs.","['The frog&#x27;s egg hatches and a tadpole is born', 'The tadpole swims with its siblings and tries to survive', 'The tadpole grows larger', 'The tadpole loses its tail', 'The tadpole develops limbs', 'And the tadpole now becomes a frog.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:643:1699:118#1,1699,643,EXOGENOUS_EFFECT,3,test,0,The frog&#x27;s egg hatches and a tadpole is born. The tadpole swims with its siblings and tries to survive. The tadpole grows larger. The tadpole loses its tail. The tadpole develops limbs. And the tadpole now becomes a frog.,context: 1. the frog&#x27;s egg hatches and a tadpole is born 2. the tadpole swims with its siblings and tries to survive 3. the tadpole grows larger 4. the tadpole loses its tail 5. the tadpole develops limbs 6. and the tadpole now becomes a frog. question: suppose the water dries up before the tadpoles grow limbs happens how will it affect fewer tadpoles grow limbs? options: a) more b) less c) no effect,more,wiqa,134,a) more,a,"if the water dries up before the tadpoles grow limbs, how will this affect the number of tadpoles that grow limbs?",less,science,effect quantification,c) no effect (since the tadpoles would not develop into frogs without growing lim,c,0,c) less.,c,0
245,"suppose less / smaller pumpkins happens, how will it affect less flowers being pollinated.","['A bee visits a flower', 'The pollen from that flower sticks to the bee', 'The bee flies to another flower of the same type', 'The pollen that was stuck to the bee gets brushed onto the pistil of the flower', 'The flower is pollinated', 'Will begin to develop seeds and fruit.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:443:68:71,68,443,OUTOFPARA_DISTRACTOR,0,test,2,A bee visits a flower. The pollen from that flower sticks to the bee. The bee flies to another flower of the same type. The pollen that was stuck to the bee gets brushed onto the pistil of the flower. The flower is pollinated. Will begin to develop seeds and fruit.,context: 1. a bee visits a flower 2. the pollen from that flower sticks to the bee 3. the bee flies to another flower of the same type 4. the pollen that was stuck to the bee gets brushed onto the pistil of the flower 5. the flower is pollinated 6. will begin to develop seeds and fruit. question: suppose less smaller pumpkins happens how will it affect less flowers being pollinated? options: a) more b) less c) no effect,no effect,wiqa,99,c) no effect,c,"if there are fewer/smaller pumpkins, how will this affect the number of flowers being pollinated?",no effect,science,effect quantification,c) no effect (assuming the number of bees visiting the flowers remains constant),c,1,c) no effect,c,1
78,"suppose if you drink more water happens, how will it affect more dna stands are formed.","['DNA replication is initiated by proteins', 'The hydrogen bonds that hold together a strand of DNA are broken', 'A polymerase reads each side of the strand', 'Adds complimentary nucleotides', 'Once all the bases are matched, the new DNA strand is formed', 'DNA ligase seals the new pieces into two new strands', '']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:1078:2094:177,2094,1078,OUTOFPARA_DISTRACTOR,0,test,2,"DNA replication is initiated by proteins. The hydrogen bonds that hold together a strand of DNA are broken. A polymerase reads each side of the strand. Adds complimentary nucleotides. Once all the bases are matched, the new DNA strand is formed. DNA ligase seals the new pieces into two new strands.","context: 1. dna replication is initiated by proteins 2. the hydrogen bonds that hold together a strand of dna are broken 3. a polymerase reads each side of the strand 4. adds complimentary nucleotides 5. once all the bases are matched, the new dna strand is formed 6. dna ligase seals the new pieces into two new strands 7.  question: suppose if you drink more water happens how will it affect more dna stands are formed? options: a) more b) less c) no effect",no effect,wiqa,109,c) no effect,c,"if you drink more water, how will it affect the formation of dna strands?",no effect,science,effect quantification,c) no effect.,c,1,c) no effect,c,1
82,"suppose there was an movement in the earth happens, how will it affect an oil spill covers more of the frogs pond habitat.","['A tadpole is hatched', 'The tadpole eventually grows hind legs', 'The tadpole loses its tail', 'The tadpole becomes a frog', 'The frog mates with another frog to produce more offspring', 'A tadpole is hatched', 'The cycle begins again.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:641:2052:167,2052,641,OUTOFPARA_DISTRACTOR,0,test,2,A tadpole is hatched. The tadpole eventually grows hind legs. The tadpole loses its tail. The tadpole becomes a frog. The frog mates with another frog to produce more offspring. A tadpole is hatched. The cycle begins again.,context: 1. a tadpole is hatched 2. the tadpole eventually grows hind legs 3. the tadpole loses its tail 4. the tadpole becomes a frog 5. the frog mates with another frog to produce more offspring 6. a tadpole is hatched 7. the cycle begins again. question: suppose there was an movement in the earth happens how will it affect an oil spill covers more of the frogs pond habitat? options: a) more b) less c) no effect,no effect,wiqa,119,c) no effect,c,"if there was an earthquake, how would this affect the extent to which an oil spill covers more of the frog's pond habitat?",no effect,science,effect quantification,c) no effect. an earthquake would not directly affect the extent to which an oil spill,c,1,c) no effect (assuming the earthquake does not directly cause an oil spill),c,1
460,"suppose more activity of the heart happens, how will it affect less waste being removed from the body.","['Blood is full of different waste', 'Blood travels through the body', 'The blood enters the kidneys', 'The kidneys filter the blood', 'The waste is seperated', 'The urine contains the waste', 'The urine is expelled from the body.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:536:489:122#0,489,536,EXOGENOUS_EFFECT,4,test,1,Blood is full of different waste. Blood travels through the body. The blood enters the kidneys. The kidneys filter the blood. The waste is seperated. The urine contains the waste. The urine is expelled from the body.,context: 1. blood is full of different waste 2. blood travels through the body 3. the blood enters the kidneys 4. the kidneys filter the blood 5. the waste is seperated 6. the urine contains the waste 7. the urine is expelled from the body. question: suppose more activity of the heart happens how will it affect less waste being removed from the body? options: a) more b) less c) no effect,less,wiqa,81,b) less,b,"if there is increased activity of the heart, how will this affect the amount of waste being removed from the body?",more,science,effect quantification,a) more.,a,1,a) more.,a,1
450,"suppose less pollen is produced happens, how will it affect an abundance of bees.","['A bee lands on the flower', 'Their feet slip into little grooves that hold pollen sacs', 'When the bee flies off, it carries off the pollen sac', 'The bee lands on another plant', 'The pollen sac falls off and pollinates the plant', '']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:743:1919:90#2,1919,743,EXOGENOUS_EFFECT,3,test,1,"A bee lands on the flower. Their feet slip into little grooves that hold pollen sacs. When the bee flies off, it carries off the pollen sac. The bee lands on another plant. The pollen sac falls off and pollinates the plant.","context: 1. a bee lands on the flower 2. their feet slip into little grooves that hold pollen sacs 3. when the bee flies off, it carries off the pollen sac 4. the bee lands on another plant 5. the pollen sac falls off and pollinates the plant 6.  question: suppose less pollen is produced happens how will it affect an abundance of bees? options: a) more b) less c) no effect",less,wiqa,93,b) less,b,"if less pollen is produced, how will this affect the abundance of bees?",less,science,effect quantification,c) no effect (assuming the question is asking about the effect on the abundance of bees,c,0,c) less.,c,0
