id,background,situation,question,answers,split,answer_label,input,output,task,input_length,output_text,preds,choice,is_correct
706448839,"The example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. The tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] It will take more and more to get that same feeling. This is when the controlled substance in an experiment would have to be modified and the experiment would really begin. The law of work for psychologist B. F. Skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]","The Hash Heroes met to discuss their experiences. They all said they always had a great experience using hash and used the same amount each time. They told how many times they used hash. Carolyn used it 15 times, Christine used it 20 times, Marie used it 25 times, Janet used it 25 times, Catherine used it 33 times, Frances used it 44 times, and Ann used it 55 times.",Who has a higher tolerance for hash: Christine or Frances?,{'text': ['Frances']},test,Frances,"background: the example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. the tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] it will take more and more to get that same feeling. this is when the controlled substance in an experiment would have to be modified and the experiment would really begin. the law of work for psychologist b. f. skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]
 situation: the hash heroes met to discuss their experiences. they all said they always had a great experience using hash and used the same amount each time. they told how many times they used hash. carolyn used it 15 times, christine used it 20 times, marie used it 25 times, janet used it 25 times, catherine used it 33 times, frances used it 44 times, and ann used it 55 times.
 question: who has a higher tolerance for hash: christine or frances?",frances,ropes,249,frances,christine,c,0
294000744,"Storing large volumes of data – When storing XML to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, CPU load goes up as XML data takes more power to process, and storage costs go up. By storing XML data in Fast Infoset format, data volume may be reduced by as much as 80 percent.","Tory had a busy day storing XML. At 7 AM, he stored 201 Gigabytes to the database. At 8 AM, he stored 301 Gigabytes to the database. At 9 AM, he stored 401 Gigabytes to the database. At 10 AM, he got breakfast. At 11 AM, he stored 501 Gigabytes to the database. At 12 PM, he stored 601 Gigabytes to the database. At 1 PM, she went to sleep to finish storing XML later on that day.",What time did CPU load go up: 9 AM or 10 AM?,{'text': ['9 AM']},test,9 AM,"background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: tory had a busy day storing xml. at 7 am, he stored 201 gigabytes to the database. at 8 am, he stored 301 gigabytes to the database. at 9 am, he stored 401 gigabytes to the database. at 10 am, he got breakfast. at 11 am, he stored 501 gigabytes to the database. at 12 pm, he stored 601 gigabytes to the database. at 1 pm, she went to sleep to finish storing xml later on that day.
 question: what time did cpu load go up: 9 am or 10 am?",9 am,ropes,250,9 am,9 am,a,1
57426352,"Noble gases are also used to fill the glass tubes of lighted signs like the one in the Figure below . Although noble gases are chemically nonreactive, their electrons can be energized by sending an electric current through them. When this happens, the electrons jump to a higher energy level. When the electrons return to their original energy level, they give off energy as light. Different noble gases give off light of different colors. Neon gives off reddish-orange light, like the word “Open” in the sign below. Krypton gives off violet light and xenon gives off blue light.","Bob owns a store that sells signs. He has a large selection of different signs that are for sale, and they come in all sorts of different colors. His closed sign is a reddish-orange. His open sign is a violet color, and his sale sign is blue.",Is the closed sign more or less likely to be Krypton than Neon?,{'text': ['less']},test,less,"background: noble gases are also used to fill the glass tubes of lighted signs like the one in the figure below . although noble gases are chemically nonreactive, their electrons can be energized by sending an electric current through them. when this happens, the electrons jump to a higher energy level. when the electrons return to their original energy level, they give off energy as light. different noble gases give off light of different colors. neon gives off reddish-orange light, like the word “open” in the sign below. krypton gives off violet light and xenon gives off blue light.
 situation: bob owns a store that sells signs. he has a large selection of different signs that are for sale, and they come in all sorts of different colors. his closed sign is a reddish-orange. his open sign is a violet color, and his sale sign is blue.
 question: is the closed sign more or less likely to be krypton than neon?",less,ropes,218,less,more,a,0
4207564011,"The example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. The tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] It will take more and more to get that same feeling. This is when the controlled substance in an experiment would have to be modified and the experiment would really begin. The law of work for psychologist B. F. Skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]","James just tried heroin for the first time. He had a great time and felt like it was an amazing experience. He would like to feel this way again, and plans on buying some more soon.",Will James tolerance for heroin increase or decrease as he uses more of it?,{'text': ['increase']},test,increase,"background: the example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. the tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] it will take more and more to get that same feeling. this is when the controlled substance in an experiment would have to be modified and the experiment would really begin. the law of work for psychologist b. f. skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]
 situation: james just tried heroin for the first time. he had a great time and felt like it was an amazing experience. he would like to feel this way again, and plans on buying some more soon.
 question: will james tolerance for heroin increase or decrease as he uses more of it?",increase,ropes,206,increase,increase,a,1
599745247,"Alberta's electrical demand varies throughout the day and across the seasons. When individuals are fixing supper and using home appliances, demand for power goes up, as it does during heat waves and cold snaps. It tapers off during spring and fall. Like other mechanical devices, generators fail from time to time. If they are wind-powered, their output varies with the wind.","Horus works at the power plant in Alberta. He is charged with varying which generators to turn on for various power demands. His boss has informed him that he wants Horus to be as efficient as possible, and to only use the generators when needed, otherwise to have them off. Horus has been trained to recognize different conditions, such as hot temperatures, cold temperatures, moderate weather, and time of the day, such as late at night, early mornings, or the evenings, as all having different power demands.",If the temperature is moderate outside should Horus turn on or turn off more generators?,{'text': ['turn off']},test,turn off,"background: alberta's electrical demand varies throughout the day and across the seasons. when individuals are fixing supper and using home appliances, demand for power goes up, as it does during heat waves and cold snaps. it tapers off during spring and fall. like other mechanical devices, generators fail from time to time. if they are wind-powered, their output varies with the wind.
 situation: horus works at the power plant in alberta. he is charged with varying which generators to turn on for various power demands. his boss has informed him that he wants horus to be as efficient as possible, and to only use the generators when needed, otherwise to have them off. horus has been trained to recognize different conditions, such as hot temperatures, cold temperatures, moderate weather, and time of the day, such as late at night, early mornings, or the evenings, as all having different power demands.
 question: if the temperature is moderate outside should horus turn on or turn off more generators?",turn off,ropes,214,turn off,turn on,a,0
3511965451,"Blue ice occurs when snow falls on a glacier, is compressed, and becomes part of the glacier. Air bubbles are squeezed out and ice crystals enlarge, making the ice appear blue.

Small amounts of regular ice appear to be white because of air bubbles inside them and also because small quantities of water appear to be colourless. In glaciers, the pressure causes the air bubbles to be squeezed out, increasing the density of the created ice. Large quantities of water appear to be blue, as it absorbs other colours more efficiently than blue. A large piece of compressed ice, or a glacier, similarly appears blue.","A science team has been dispatched to the Arctic for a study project. The teams objective is to study various forms of ice formations. They will look at a glacier in the area, and also a frozen over lake. The team is excited to gather different data while on the trip.",Will the glacier or the frozen over lake more likely have a blueish color?,{'text': ['glacier']},test,glacier,"background: blue ice occurs when snow falls on a glacier, is compressed, and becomes part of the glacier. air bubbles are squeezed out and ice crystals enlarge, making the ice appear blue.

small amounts of regular ice appear to be white because of air bubbles inside them and also because small quantities of water appear to be colourless. in glaciers, the pressure causes the air bubbles to be squeezed out, increasing the density of the created ice. large quantities of water appear to be blue, as it absorbs other colours more efficiently than blue. a large piece of compressed ice, or a glacier, similarly appears blue.
 situation: a science team has been dispatched to the arctic for a study project. the teams objective is to study various forms of ice formations. they will look at a glacier in the area, and also a frozen over lake. the team is excited to gather different data while on the trip.
 question: will the glacier or the frozen over lake more likely have a blueish color?",glacier,ropes,229,glacier,glacier,a,1
3800402453,"The example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. The tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] It will take more and more to get that same feeling. This is when the controlled substance in an experiment would have to be modified and the experiment would really begin. The law of work for psychologist B. F. Skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]","The Smack Squad met to discuss their experiences. They all said they always had a great experience using smack and used the same amount each time. They told how many times they used smack. Joyce used it 17 times, Diane used it 23 times, Alice used it 27 times, Julie used it 35 times, Heather used it 43 times, Teresa used it 54 times, and Doris used it 65 times.",Who has a higher tolerance for smack: Teresa or Doris?,{'text': ['Doris']},test,Doris,"background: the example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. the tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] it will take more and more to get that same feeling. this is when the controlled substance in an experiment would have to be modified and the experiment would really begin. the law of work for psychologist b. f. skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]
 situation: the smack squad met to discuss their experiences. they all said they always had a great experience using smack and used the same amount each time. they told how many times they used smack. joyce used it 17 times, diane used it 23 times, alice used it 27 times, julie used it 35 times, heather used it 43 times, teresa used it 54 times, and doris used it 65 times.
 question: who has a higher tolerance for smack: teresa or doris?",doris,ropes,251,doris,teresa,a,0
949699293,"Alkali, or Alkaline, soils are clay soils with high pH (> 8.5), a poor soil structure and a low infiltration capacity. Often they have a hard calcareous layer at 0.5 to 1 metre depth. Alkali soils owe their unfavorable physico-chemical properties mainly to the dominating presence of sodium carbonate, which causes the soil to swell[1] and difficult to clarify/settle. They derive their name from the alkali metal group of elements, to which sodium belongs, and which can induce basicity. Sometimes these soils are also referred to as alkaline sodic soils.
Alkaline soils are basic, but not all basic soils are alkaline.","Albert is planning on having a garden soon. He has done his research and find out that he cannot buy soil that is above a pH of seven. He sees several options for sale, including Alkali soil and a basic soil.",Which soil most likely has a more favorable pH value for Albert's garden?,{'text': ['basic soil']},test,basic soil,"background: alkali, or alkaline, soils are clay soils with high ph (> 8.5), a poor soil structure and a low infiltration capacity. often they have a hard calcareous layer at 0.5 to 1 metre depth. alkali soils owe their unfavorable physico-chemical properties mainly to the dominating presence of sodium carbonate, which causes the soil to swell[1] and difficult to clarify/settle. they derive their name from the alkali metal group of elements, to which sodium belongs, and which can induce basicity. sometimes these soils are also referred to as alkaline sodic soils.
alkaline soils are basic, but not all basic soils are alkaline.
 situation: albert is planning on having a garden soon. he has done his research and find out that he cannot buy soil that is above a ph of seven. he sees several options for sale, including alkali soil and a basic soil.
 question: which soil most likely has a more favorable ph value for albert's garden?",basic soil,ropes,243,basic soil,alkali soil,a,0
1814714255,"Hepatitis B is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. Two different types of infection exist for this disease, ""acute"" and ""chronic."" Acute Hepatitis B is a short term illness that occurs within 6 months of exposure, Chronic Hepatitis B is long term and happens when the virus remains in the body. The younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. Approximately 90% of infected infants will develop a chronic infection.[3]","A 3rd grade classroom photo was held today. They all gathered by age. Norberto was the youngest. Trey was the 2nd youngest. Andrea was the 3rd youngest. Ivory was the 4th youngest. Kieth was the 5th youngest. Normand was the 6th youngest. The last one was Deandre, who was the oldest. They all looked super.",Who has a greater chance of developing a chronic infection: Andrea or Trey?,{'text': ['Trey']},test,Trey,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 3rd grade classroom photo was held today. they all gathered by age. norberto was the youngest. trey was the 2nd youngest. andrea was the 3rd youngest. ivory was the 4th youngest. kieth was the 5th youngest. normand was the 6th youngest. the last one was deandre, who was the oldest. they all looked super.
 question: who has a greater chance of developing a chronic infection: andrea or trey?",trey,ropes,240,trey,andrea,a,0
1907693462,"Regions on the Earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. High altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

At high altitude, atmospheric pressure is lower than that at sea level. This is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]","There was a competition for who can get their 10 lb drone the highest into the air. Team 30 got it 3,335 ft. Team 31 got it 4,446 ft. Team 32 go it 5,557 ft. Team 33 got it 6,668 ft. Team 34 got it 11,113 ft. Team 35 got it 12,224 ft. Team 36 got it 13,334 ft.",What team got their drone into high altitude: Team 32 or Team 35?,{'text': ['Team 35']},test,Team 35,"background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their 10 lb drone the highest into the air. team 30 got it 3,335 ft. team 31 got it 4,446 ft. team 32 go it 5,557 ft. team 33 got it 6,668 ft. team 34 got it 11,113 ft. team 35 got it 12,224 ft. team 36 got it 13,334 ft.
 question: what team got their drone into high altitude: team 32 or team 35?",team 35,ropes,227,team 35,team 35,a,1
2178618835,"Storing large volumes of data – When storing XML to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, CPU load goes up as XML data takes more power to process, and storage costs go up. By storing XML data in Fast Infoset format, data volume may be reduced by as much as 80 percent.","Brett had a busy day storing XML. At 3 PM, he stored 100 Gigabytes to the database. At 4 PM, he stored 200 Gigabytes to the database. At 5 PM, he stored 300 Gigabytes to the database. At 6 PM, he got dinner. At 7 PM, he stored 400 Gigabytes to the database. At 8 PM, he stored 500 Gigabytes to the database. At 9 PM, he went to sleep to finish storing XML in the morning.",What time did CPU load go up: 7 PM or 9 PM?,{'text': ['7 PM']},test,7 PM,"background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: brett had a busy day storing xml. at 3 pm, he stored 100 gigabytes to the database. at 4 pm, he stored 200 gigabytes to the database. at 5 pm, he stored 300 gigabytes to the database. at 6 pm, he got dinner. at 7 pm, he stored 400 gigabytes to the database. at 8 pm, he stored 500 gigabytes to the database. at 9 pm, he went to sleep to finish storing xml in the morning.
 question: what time did cpu load go up: 7 pm or 9 pm?",7 pm,ropes,244,7 pm,7 pm,a,1
2114525101,"Regions on the Earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. High altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

At high altitude, atmospheric pressure is lower than that at sea level. This is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]","There was a competition for who can get their 20 lb drone the highest into the air. Team 50 got it 3,337 ft. Team 51 got it 4,448 ft. Team 52 go it 5,559 ft. Team 53 got it 6,660 ft. Team 54 got it 11,115 ft. Team 55 got it 12,226 ft. Team 56 got it 13,336 ft.",What team got their drone into high altitude: Team 53 or Team 54?,{'text': ['Team 54']},test,Team 54,"background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their 20 lb drone the highest into the air. team 50 got it 3,337 ft. team 51 got it 4,448 ft. team 52 go it 5,559 ft. team 53 got it 6,660 ft. team 54 got it 11,115 ft. team 55 got it 12,226 ft. team 56 got it 13,336 ft.
 question: what team got their drone into high altitude: team 53 or team 54?",team 54,ropes,227,team 54,team 54,a,1
656693089,"Fish mortality is a parameter used in fisheries population dynamics to account for the loss of fish in a fish stock through death. The mortality can be divided into two types:

Natural mortality: the removal of fish from the stock due to causes not associated with fishing. Such causes can include disease, competition, cannibalism, old age, predation, pollution or any other natural factor that causes the death of fish. In fisheries models natural mortality is denoted by (M).[1]
Fishing mortality: the removal of fish from the stock due to fishing activities using any fishing gear.[1] It is denoted by (F) in fisheries models.","Tony is about to go on two fishing trips in the up coming week. On Friday, he is going to Bear Lake, which is located near a factory that has been known to dump waste into the lake. On Saturday, he is going to Fox Lake, which is in a secluded valley.",Which lake most likely has a lower mortality rate for it's fish population?,{'text': ['Fox Lake']},test,Fox Lake,"background: fish mortality is a parameter used in fisheries population dynamics to account for the loss of fish in a fish stock through death. the mortality can be divided into two types:

natural mortality: the removal of fish from the stock due to causes not associated with fishing. such causes can include disease, competition, cannibalism, old age, predation, pollution or any other natural factor that causes the death of fish. in fisheries models natural mortality is denoted by (m).[1]
fishing mortality: the removal of fish from the stock due to fishing activities using any fishing gear.[1] it is denoted by (f) in fisheries models.
 situation: tony is about to go on two fishing trips in the up coming week. on friday, he is going to bear lake, which is located near a factory that has been known to dump waste into the lake. on saturday, he is going to fox lake, which is in a secluded valley.
 question: which lake most likely has a lower mortality rate for it's fish population?",fox lake,ropes,223,fox lake,bear lake,b,0
331492760,"Regions on the Earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. High altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

At high altitude, atmospheric pressure is lower than that at sea level. This is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]","There was a competition for who can get their yellow drone the highest into the air. Team A got it 2,551 ft. Team B got it 3,551 ft. Team C go it 4,541 ft. Team D got it 5,531 ft. Team E got it 10,521 ft. Team F got it 13,571 ft. Team G got it 14,581 ft. Team G won the contest and got a big gold trophy as the prize.",What team got their drone into high altitude: Team A or Team E?,{'text': ['Team E']},test,Team E,"background: regions on the earth's surface (or in its atmosphere) that are high above mean sea level are referred to as high altitude. high altitude is sometimes defined to begin at 2,400 meters (8,000 ft) above sea level.[5][6][7]

at high altitude, atmospheric pressure is lower than that at sea level. this is due to two competing physical effects: gravity, which causes the air to be as close as possible to the ground; and the heat content of the air, which causes the molecules to bounce off each other and expand.[8]
 situation: there was a competition for who can get their yellow drone the highest into the air. team a got it 2,551 ft. team b got it 3,551 ft. team c go it 4,541 ft. team d got it 5,531 ft. team e got it 10,521 ft. team f got it 13,571 ft. team g got it 14,581 ft. team g won the contest and got a big gold trophy as the prize.
 question: what team got their drone into high altitude: team a or team e?",team e,ropes,241,team e,team e,a,1
2060882007,"The example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. The tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] It will take more and more to get that same feeling. This is when the controlled substance in an experiment would have to be modified and the experiment would really begin. The law of work for psychologist B. F. Skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]","The Bennies Battalion met to discuss their experiences. They all said they always had a great experience using bennies and used the same amount each time. They told how many times they used bennies. Kathryn used it 26 times, Louise used it 30 times, Sara used it 34 times, Anne used it 46 times, Jacqueline used it 59 times, Wanda used it 68 times, and Bonnie used it 76 times.",Who has a higher tolerance for bennies: Anne or Bonnie?,{'text': ['Bonnie']},test,Bonnie,"background: the example of someone having a positive experience with a drug is easy to see how drug dependence and the law of effect works. the tolerance for a drug goes up as one continues to use it after having a positive experience with a certain amount the first time.[38] it will take more and more to get that same feeling. this is when the controlled substance in an experiment would have to be modified and the experiment would really begin. the law of work for psychologist b. f. skinner almost half a century later on the principles of operant conditioning, ""a learning process by which the effect, or consequence, of a response influences the future rate of production of that response.[39]
 situation: the bennies battalion met to discuss their experiences. they all said they always had a great experience using bennies and used the same amount each time. they told how many times they used bennies. kathryn used it 26 times, louise used it 30 times, sara used it 34 times, anne used it 46 times, jacqueline used it 59 times, wanda used it 68 times, and bonnie used it 76 times.
 question: who has a higher tolerance for bennies: anne or bonnie?",bonnie,ropes,261,bonnie,anne,a,0
3347520174,"Storing large volumes of data – When storing XML to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, CPU load goes up as XML data takes more power to process, and storage costs go up. By storing XML data in Fast Infoset format, data volume may be reduced by as much as 80 percent.","Porfirio had a busy day storing XML. At 9 AM, he stored 203 Gigabytes to the database. At 10 AM, he stored 303 Gigabytes to the database. At 11 AM, he stored 403 Gigabytes to the database. At 12 PM, he got lunch. At 1 PM, he stored 503 Gigabytes to the database. At 2 PM, he stored 603 Gigabytes to the database. At 3 PM, he went to sleep to finish storing XML later that night.",What time did storage costs go up:  11 AM or 3 PM?,{'text': ['11 AM']},test,11 AM,"background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: porfirio had a busy day storing xml. at 9 am, he stored 203 gigabytes to the database. at 10 am, he stored 303 gigabytes to the database. at 11 am, he stored 403 gigabytes to the database. at 12 pm, he got lunch. at 1 pm, he stored 503 gigabytes to the database. at 2 pm, he stored 603 gigabytes to the database. at 3 pm, he went to sleep to finish storing xml later that night.
 question: what time did storage costs go up:  11 am or 3 pm?",11 am,ropes,252,11 am,11 am,a,1
922050104,"Hepatitis B is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. Two different types of infection exist for this disease, ""acute"" and ""chronic."" Acute Hepatitis B is a short term illness that occurs within 6 months of exposure, Chronic Hepatitis B is long term and happens when the virus remains in the body. The younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. Approximately 90% of infected infants will develop a chronic infection.[3]","A 3rd grade classroom photo was held today. They all gathered by age. Charles was the youngest. Joseph was the 2nd youngest. Thomas was the 3rd youngest. Christopher was the 4th youngest. Daniel was the 5th youngest. Paul was the 6th youngest. The last one was Mark, who was the oldest. They all looked fantastic that day.",Who has a greater chance of developing a chronic infection: Daniel or Charles?,{'text': ['Charles']},test,Charles,"background: hepatitis b is a contagious virus that affects the liver, infection can last from a few weeks to a serious lifelong illness. two different types of infection exist for this disease, ""acute"" and ""chronic."" acute hepatitis b is a short term illness that occurs within 6 months of exposure, chronic hepatitis b is long term and happens when the virus remains in the body. the younger the child is, the greater their chance of developing a chronic infection and this risk goes down as the child gets older. approximately 90% of infected infants will develop a chronic infection.[3]
 situation: a 3rd grade classroom photo was held today. they all gathered by age. charles was the youngest. joseph was the 2nd youngest. thomas was the 3rd youngest. christopher was the 4th youngest. daniel was the 5th youngest. paul was the 6th youngest. the last one was mark, who was the oldest. they all looked fantastic that day.
 question: who has a greater chance of developing a chronic infection: daniel or charles?",charles,ropes,231,charles,charles,c,1
688330897,"Storing large volumes of data – When storing XML to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, CPU load goes up as XML data takes more power to process, and storage costs go up. By storing XML data in Fast Infoset format, data volume may be reduced by as much as 80 percent.","Tory had a busy day storing XML. At 7 AM, he stored 201 Gigabytes to the database. At 8 AM, he stored 301 Gigabytes to the database. At 9 AM, he stored 401 Gigabytes to the database. At 10 AM, he got breakfast. At 11 AM, he stored 501 Gigabytes to the database. At 12 PM, he stored 601 Gigabytes to the database. At 1 PM, she went to sleep to finish storing XML later on that day.",What time did CPU load go up: 11 AM or 10 AM?,{'text': ['11 AM']},test,11 AM,"background: storing large volumes of data – when storing xml to either file or database, the volume of data a system produces can often exceed reasonable limits, with a number of detriments: the access times go up as more data is read, cpu load goes up as xml data takes more power to process, and storage costs go up. by storing xml data in fast infoset format, data volume may be reduced by as much as 80 percent.
 situation: tory had a busy day storing xml. at 7 am, he stored 201 gigabytes to the database. at 8 am, he stored 301 gigabytes to the database. at 9 am, he stored 401 gigabytes to the database. at 10 am, he got breakfast. at 11 am, he stored 501 gigabytes to the database. at 12 pm, he stored 601 gigabytes to the database. at 1 pm, she went to sleep to finish storing xml later on that day.
 question: what time did cpu load go up: 11 am or 10 am?",11 am,ropes,250,11 am,11 am,a,1
3822003745,"About 10% of sedimentary rocks are limestones. The solubility of limestone in water and weak acid solutions leads to karst landscapes, in which water erodes the limestone over thousands to millions of years. Most cave systems are through limestone bedrock.","Allan has to plan a couple of adventures this year. One adventure involves taking his family on vacation, and his son has been interested in seeing different formations of limestone. The other adventure Allan must plan for is a trip with his coworkers, one of which has mentioned that they have seen all the limestone formations that they want to see, and want to see other rock formations. He has narrowed down his adventure spots to Wilson Caves and Mt. Everest.",Will Allan have more or less chance to see limestone at Wilson Caves than Mt. Everest?,{'text': ['more']},test,more,"background: about 10% of sedimentary rocks are limestones. the solubility of limestone in water and weak acid solutions leads to karst landscapes, in which water erodes the limestone over thousands to millions of years. most cave systems are through limestone bedrock.
 situation: allan has to plan a couple of adventures this year. one adventure involves taking his family on vacation, and his son has been interested in seeing different formations of limestone. the other adventure allan must plan for is a trip with his coworkers, one of which has mentioned that they have seen all the limestone formations that they want to see, and want to see other rock formations. he has narrowed down his adventure spots to wilson caves and mt. everest.
 question: will allan have more or less chance to see limestone at wilson caves than mt. everest?",more,ropes,186,more,more,a,1
3344330147,"One result of air pollution is acid rain. Acid rain is precipitation with a low (acidic) pH. This rain can be very destructive to wildlife. When acid rain falls in forests, freshwater habitats, or soils, it can kill insects and aquatic life. It causes this damage because of its very low pH. Sulfur oxides and nitrogen oxides in the air both cause acid rain to form ( Figure below ). Sulfur oxides are chemicals that are released from coal-fired power plants. Nitrogen oxides are released from motor vehicle exhaust.","Bill is planning on moving soon. He wants to move to a city that has fresher air and more wildlife to see. His two options that he must choose from are St. Louis and Seattle. Recently, Seattle has installed a new wind farm, and zero emission solar farm to generate power, while St. Louis recently installed a coal fired power plant. Both cities have similar commercial and industrial sectors, and only differ in how they generate power.",Which city will most likely have less sulfur oxides in the air?,{'text': ['Seattle']},test,Seattle,"background: one result of air pollution is acid rain. acid rain is precipitation with a low (acidic) ph. this rain can be very destructive to wildlife. when acid rain falls in forests, freshwater habitats, or soils, it can kill insects and aquatic life. it causes this damage because of its very low ph. sulfur oxides and nitrogen oxides in the air both cause acid rain to form ( figure below ). sulfur oxides are chemicals that are released from coal-fired power plants. nitrogen oxides are released from motor vehicle exhaust.
 situation: bill is planning on moving soon. he wants to move to a city that has fresher air and more wildlife to see. his two options that he must choose from are st. louis and seattle. recently, seattle has installed a new wind farm, and zero emission solar farm to generate power, while st. louis recently installed a coal fired power plant. both cities have similar commercial and industrial sectors, and only differ in how they generate power.
 question: which city will most likely have less sulfur oxides in the air?",seattle,ropes,229,seattle,seattle,a,1
