question_stem,question_para_step,answer_label,answer_label_as_choice,choices,metadata_question_id,metadata_graph_id,metadata_para_id,metadata_question_type,metadata_path_len,split,label,context,input,output,task,input_length,output_text,output_label,preds,choice,is_correct
"suppose the dna got negatively altered happens, how will it affect more dna strands can be replicated.","['The dna strand of a cell decides to replicate', 'Chemicals in the strand break up the helix', 'The helix is split into two', 'The helix forms as the basis of a new dna strand', 'The cell replicates.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:1077:604:2#2,604,1077,EXOGENOUS_EFFECT,3,test,0,The dna strand of a cell decides to replicate. Chemicals in the strand break up the helix. The helix is split into two. The helix forms as the basis of a new dna strand. The cell replicates.,context: 1. the dna strand of a cell decides to replicate 2. chemicals in the strand break up the helix 3. the helix is split into two 4. the helix forms as the basis of a new dna strand 5. the cell replicates. question: suppose the dna got negatively altered happens how will it affect more dna strands can be replicated? options: a) more b) less c) no effect,more,wiqa,102,a) more,a,b) less,b,0
"suppose more magma rises to surface happens, how will it affect less magma solidifies.","['Magma rises to the surface during a volcano', 'The magma undergoes changes in temperature', 'The magma undergoes changes in pressure', 'The magma cools', 'The magma solidifies', 'The magma crystallizes', 'Igneous rock is formed.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:36:1091:36#0,1091,36,EXOGENOUS_EFFECT,3,test,1,Magma rises to the surface during a volcano. The magma undergoes changes in temperature. The magma undergoes changes in pressure. The magma cools. The magma solidifies. The magma crystallizes. Igneous rock is formed.,context: 1. magma rises to the surface during a volcano 2. the magma undergoes changes in temperature 3. the magma undergoes changes in pressure 4. the magma cools 5. the magma solidifies 6. the magma crystallizes 7. igneous rock is formed. question: suppose more magma rises to surface happens how will it affect less magma solidifies? options: a) more b) less c) no effect,less,wiqa,97,b) less,b,b) less,b,1
"suppose an earthquake has occurred happens, how will it affect crust is pushed above the ground.","['Tectonic plates smash together', 'The edges of the plates crumple up', 'The ridges are mountain ranges', 'Magma is forced to the surface', 'Magma forms a volcano.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:115:2080:64#0,2080,115,EXOGENOUS_EFFECT,3,test,0,Tectonic plates smash together. The edges of the plates crumple up. The ridges are mountain ranges. Magma is forced to the surface. Magma forms a volcano.,context: 1. tectonic plates smash together 2. the edges of the plates crumple up 3. the ridges are mountain ranges 4. magma is forced to the surface 5. magma forms a volcano. question: suppose an earthquake has occurred happens how will it affect crust is pushed above the ground? options: a) more b) less c) no effect,more,wiqa,74,a) more,a,a) more,a,1
"suppose pollen sticks to a flower happens, how will it affect less flowers being pollinated.","['A bee lands on the flower', 'Their feet slip into little grooves that hold pollen sacs', 'When the bee flies off, it carries off the pollen sac', 'The bee lands on another plant', 'The pollen sac falls off and pollinates the plant', '']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:743:1921:154#0,1921,743,INPARA_EFFECT,3,test,1,"A bee lands on the flower. Their feet slip into little grooves that hold pollen sacs. When the bee flies off, it carries off the pollen sac. The bee lands on another plant. The pollen sac falls off and pollinates the plant.","context: 1. a bee lands on the flower 2. their feet slip into little grooves that hold pollen sacs 3. when the bee flies off, it carries off the pollen sac 4. the bee lands on another plant 5. the pollen sac falls off and pollinates the plant 6.  question: suppose pollen sticks to a flower happens how will it affect less flowers being pollinated? options: a) more b) less c) no effect",less,wiqa,95,b) less,b,b) less,b,1
"suppose fish eggs are eaten by predators happens, how will it affect more fish.","['Fish lays eggs', 'Eggs hatch', 'Tiny fish called fry emerge', 'Fry eat and grow', 'Fry become adult fish', 'Fish mate and more eggs are produced.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:640:1167:147#1,1167,640,EXOGENOUS_EFFECT,4,test,1,Fish lays eggs. Eggs hatch. Tiny fish called fry emerge. Fry eat and grow. Fry become adult fish. Fish mate and more eggs are produced.,context: 1. fish lays eggs 2. eggs hatch 3. tiny fish called fry emerge 4. fry eat and grow 5. fry become adult fish 6. fish mate and more eggs are produced. question: suppose fish eggs are eaten by predators happens how will it affect more fish? options: a) more b) less c) no effect,less,wiqa,66,b) less,b,b) less,b,1
"suppose more eggs hatch happens, how will it affect less fish.","['Fish start as eggs', 'The eggs hatch', 'A larvae emerges', 'The larvae matures and grows', 'The larvae becomes an &#x27;adolescent&#x27; fish (or fry)', 'The adolescent fish grows', 'The fish might go through several sub-stages, depend on its species or type', 'The fish is now a mature adult', 'The adult fish can lay more eggs', '']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:519:1940:23#0,1940,519,INPARA_EFFECT,3,test,1,"Fish start as eggs. The eggs hatch. A larvae emerges. The larvae matures and grows. The larvae becomes an &#x27;adolescent&#x27; fish (or fry). The adolescent fish grows. The fish might go through several sub-stages, depend on its species or type. The fish is now a mature adult. The adult fish can lay more eggs.","context: 1. fish start as eggs 2. the eggs hatch 3. a larvae emerges 4. the larvae matures and grows 5. the larvae becomes an &#x27;adolescent&#x27; fish (or fry) 6. the adolescent fish grows 7. the fish might go through several sub-stages, depend on its species or type 8. the fish is now a mature adult 9. the adult fish can lay more eggs 10.  question: suppose more eggs hatch happens how will it affect less fish? options: a) more b) less c) no effect",less,wiqa,104,b) less,b,b) less,b,1
"suppose more seeds of weeds available happens, how will it affect more crows occur.","['Seeds are sown into the ground', 'The earth where the seeds are planted is given water and fertilizer', 'The seeds start to grow and become seedlings', 'The plants are given water', 'The seedlings grow into plants', 'Weeds growing near the plants are removed', 'The plants grow to maturity.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:689:1211:36#1,1211,689,EXOGENOUS_EFFECT,3,test,1,Seeds are sown into the ground. The earth where the seeds are planted is given water and fertilizer. The seeds start to grow and become seedlings. The plants are given water. The seedlings grow into plants. Weeds growing near the plants are removed. The plants grow to maturity.,context: 1. seeds are sown into the ground 2. the earth where the seeds are planted is given water and fertilizer 3. the seeds start to grow and become seedlings 4. the plants are given water 5. the seedlings grow into plants 6. weeds growing near the plants are removed 7. the plants grow to maturity. question: suppose more seeds of weeds available happens how will it affect more crows occur? options: a) more b) less c) no effect,less,wiqa,97,b) less,b,b) less,b,1
"suppose flowers close to bee hives are moved happens, how will it affect less flowers being pollinated.","['A bee lands on the flower', 'Their feet slip into little grooves that hold pollen sacs', 'When the bee flies off, it carries off the pollen sac', 'The bee lands on another plant', 'The pollen sac falls off and pollinates the plant', '']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:743:1917:50#0,1917,743,INPARA_EFFECT,3,test,0,"A bee lands on the flower. Their feet slip into little grooves that hold pollen sacs. When the bee flies off, it carries off the pollen sac. The bee lands on another plant. The pollen sac falls off and pollinates the plant.","context: 1. a bee lands on the flower 2. their feet slip into little grooves that hold pollen sacs 3. when the bee flies off, it carries off the pollen sac 4. the bee lands on another plant 5. the pollen sac falls off and pollinates the plant 6.  question: suppose flowers close to bee hives are moved happens how will it affect less flowers being pollinated? options: a) more b) less c) no effect",more,wiqa,98,a) more,a,b) less,b,0
"suppose the eggs become food for other fish happens, how will it affect less fish.","['A female fish lays eggs', 'Larvae hatch from the eggs', 'The larvae eat and grow', 'The larvae form into juvenile fish', 'The juvenile fish grow into adult fish', 'The adult fish mate', 'The female fish lays eggs.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:520:1048:23#1,1048,520,INPARA_EFFECT,3,test,0,A female fish lays eggs. Larvae hatch from the eggs. The larvae eat and grow. The larvae form into juvenile fish. The juvenile fish grow into adult fish. The adult fish mate. The female fish lays eggs.,context: 1. a female fish lays eggs 2. larvae hatch from the eggs 3. the larvae eat and grow 4. the larvae form into juvenile fish 5. the juvenile fish grow into adult fish 6. the adult fish mate 7. the female fish lays eggs. question: suppose the eggs become food for other fish happens how will it affect less fish? options: a) more b) less c) no effect,more,wiqa,80,a) more,a,b) less,b,0
"suppose oil tanks near the pond spill happens, how will it affect edges of plates crumple more.","['Tectonic plates smash together', 'The edges of the plates crumple up', 'The ridges are mountain ranges', 'Magma is forced to the surface', 'Magma forms a volcano.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:115:2078:4,2078,115,OUTOFPARA_DISTRACTOR,0,test,2,Tectonic plates smash together. The edges of the plates crumple up. The ridges are mountain ranges. Magma is forced to the surface. Magma forms a volcano.,context: 1. tectonic plates smash together 2. the edges of the plates crumple up 3. the ridges are mountain ranges 4. magma is forced to the surface 5. magma forms a volcano. question: suppose oil tanks near the pond spill happens how will it affect edges of plates crumple more? options: a) more b) less c) no effect,no effect,wiqa,76,c) no effect,c,c) no effect,c,1
"suppose volcanoes erupt less happens, how will it affect smaller mountains.","['Tectonic plates beneath the earth rub against each other', 'The rocks around the cracks crumble', 'An earth quake happens', 'The force of the earthquake is large', 'Rocks are pushed up out of the earth by the force', 'These rocks become volcanos', 'The volcanos erupt many times', 'The size of the rocky area grows', 'The volcano becomes dormant', 'The volcano and its eruptions become a mountain.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:80:264:50#0,264,80,INPARA_EFFECT,3,test,1,Tectonic plates beneath the earth rub against each other. The rocks around the cracks crumble. An earth quake happens. The force of the earthquake is large. Rocks are pushed up out of the earth by the force. These rocks become volcanos. The volcanos erupt many times. The size of the rocky area grows. The volcano becomes dormant. The volcano and its eruptions become a mountain.,context: 1. tectonic plates beneath the earth rub against each other 2. the rocks around the cracks crumble 3. an earth quake happens 4. the force of the earthquake is large 5. rocks are pushed up out of the earth by the force 6. these rocks become volcanos 7. the volcanos erupt many times 8. the size of the rocky area grows 9. the volcano becomes dormant 10. the volcano and its eruptions become a mountain. question: suppose volcanoes erupt less happens how will it affect smaller mountains? options: a) more b) less c) no effect,less,wiqa,118,b) less,b,b) less,b,1
"suppose there is more magma happens, how will it affect more bees reach flowers.","['A bee lands on the flower', 'Their feet slip into little grooves that hold pollen sacs', 'When the bee flies off, it carries off the pollen sac', 'The bee lands on another plant', 'The pollen sac falls off and pollinates the plant', '']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:743:1917:55,1917,743,OUTOFPARA_DISTRACTOR,0,test,2,"A bee lands on the flower. Their feet slip into little grooves that hold pollen sacs. When the bee flies off, it carries off the pollen sac. The bee lands on another plant. The pollen sac falls off and pollinates the plant.","context: 1. a bee lands on the flower 2. their feet slip into little grooves that hold pollen sacs 3. when the bee flies off, it carries off the pollen sac 4. the bee lands on another plant 5. the pollen sac falls off and pollinates the plant 6.  question: suppose there is more magma happens how will it affect more bees reach flowers? options: a) more b) less c) no effect",no effect,wiqa,94,c) no effect,c,c) no effect,c,1
"suppose there is a spread of fish disease happens, how will it affect less or smaller pumpkins.","['First you dig a whole', 'You place a pumpkin seed in the hole', 'You put some dirt over the seed', 'You water the seed', 'The seed will sprout', 'A vine will grow', 'The vine will flower', 'Pumpkins will appear where the flowers were.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:1083:611:71,611,1083,OUTOFPARA_DISTRACTOR,0,test,2,First you dig a whole. You place a pumpkin seed in the hole. You put some dirt over the seed. You water the seed. The seed will sprout. A vine will grow. The vine will flower. Pumpkins will appear where the flowers were.,context: 1. first you dig a whole 2. you place a pumpkin seed in the hole 3. you put some dirt over the seed 4. you water the seed 5. the seed will sprout 6. a vine will grow 7. the vine will flower 8. pumpkins will appear where the flowers were. question: suppose there is a spread of fish disease happens how will it affect less or smaller pumpkins? options: a) more b) less c) no effect,no effect,wiqa,84,c) no effect,c,c) no effect,c,1
"suppose the water was safe for the frog to lay eggs happens, how will it affect egg becomes a tadpole.","['Frogs lay thousands of eggs', 'Egg clusters float around in water', 'Tadpoles with gills hatch from the eggs', 'Tadpoles swim in water until they grow legs', 'Absorbs their tails', 'Then the tadpole becomes a froglet', 'Then the froglet becomes a frog.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:642:1451:64#1,1451,642,EXOGENOUS_EFFECT,3,test,0,Frogs lay thousands of eggs. Egg clusters float around in water. Tadpoles with gills hatch from the eggs. Tadpoles swim in water until they grow legs. Absorbs their tails. Then the tadpole becomes a froglet. Then the froglet becomes a frog.,context: 1. frogs lay thousands of eggs 2. egg clusters float around in water 3. tadpoles with gills hatch from the eggs 4. tadpoles swim in water until they grow legs 5. absorbs their tails 6. then the tadpole becomes a froglet 7. then the froglet becomes a frog. question: suppose the water was safe for the frog to lay eggs happens how will it affect egg becomes a tadpole? options: a) more b) less c) no effect,more,wiqa,119,a) more,a,a) more,a,1
"suppose plates are being pushed together happens, how will it affect larger mountains.","['Pressure happens underground', 'Tectonic plates underground pull and stretch', 'Small cracks are formed in the earth&#x27;s crust', 'The tectonic plates push hard against each other', 'Some parts of the earth&#x27;s crust move up high above the ground.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:1105:1675:119#0,1675,1105,EXOGENOUS_EFFECT,4,test,0,Pressure happens underground. Tectonic plates underground pull and stretch. Small cracks are formed in the earth&#x27;s crust. The tectonic plates push hard against each other. Some parts of the earth&#x27;s crust move up high above the ground.,context: 1. pressure happens underground 2. tectonic plates underground pull and stretch 3. small cracks are formed in the earth&#x27;s crust 4. the tectonic plates push hard against each other 5. some parts of the earth&#x27;s crust move up high above the ground. question: suppose plates are being pushed together happens how will it affect larger mountains? options: a) more b) less c) no effect,more,wiqa,81,a) more,a,a) more,a,1
"suppose the egg nest is uncovered by water currents happens, how will it affect more cracks in earths crust.","['Pressure happens underground', 'Tectonic plates underground pull and stretch', 'Small cracks are formed in the earth&#x27;s crust', 'The tectonic plates push hard against each other', 'Some parts of the earth&#x27;s crust move up high above the ground.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:1105:1671:3,1671,1105,OUTOFPARA_DISTRACTOR,0,test,2,Pressure happens underground. Tectonic plates underground pull and stretch. Small cracks are formed in the earth&#x27;s crust. The tectonic plates push hard against each other. Some parts of the earth&#x27;s crust move up high above the ground.,context: 1. pressure happens underground 2. tectonic plates underground pull and stretch 3. small cracks are formed in the earth&#x27;s crust 4. the tectonic plates push hard against each other 5. some parts of the earth&#x27;s crust move up high above the ground. question: suppose the egg nest is uncovered by water currents happens how will it affect more cracks in earths crust? options: a) more b) less c) no effect,no effect,wiqa,90,c) no effect,c,c) no effect,c,1
"suppose the external source is not heated up happens, how will it affect smaller mountains.","['Tectonic plates smash together', 'The edges of the plates crumple up', 'The ridges are mountain ranges', 'Magma is forced to the surface', 'Magma forms a volcano.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:115:2078:35,2078,115,OUTOFPARA_DISTRACTOR,0,test,2,Tectonic plates smash together. The edges of the plates crumple up. The ridges are mountain ranges. Magma is forced to the surface. Magma forms a volcano.,context: 1. tectonic plates smash together 2. the edges of the plates crumple up 3. the ridges are mountain ranges 4. magma is forced to the surface 5. magma forms a volcano. question: suppose the external source is not heated up happens how will it affect smaller mountains? options: a) more b) less c) no effect,no effect,wiqa,72,c) no effect,c,c) no effect,c,1
"suppose more fry are caught by fishermen happens, how will it affect more fish.","['Fish start as eggs', 'The eggs hatch', 'A larvae emerges', 'The larvae matures and grows', 'The larvae becomes an &#x27;adolescent&#x27; fish (or fry)', 'The adolescent fish grows', 'The fish might go through several sub-stages, depend on its species or type', 'The fish is now a mature adult', 'The adult fish can lay more eggs', '']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:519:1941:32#1,1941,519,EXOGENOUS_EFFECT,4,test,1,"Fish start as eggs. The eggs hatch. A larvae emerges. The larvae matures and grows. The larvae becomes an &#x27;adolescent&#x27; fish (or fry). The adolescent fish grows. The fish might go through several sub-stages, depend on its species or type. The fish is now a mature adult. The adult fish can lay more eggs.","context: 1. fish start as eggs 2. the eggs hatch 3. a larvae emerges 4. the larvae matures and grows 5. the larvae becomes an &#x27;adolescent&#x27; fish (or fry) 6. the adolescent fish grows 7. the fish might go through several sub-stages, depend on its species or type 8. the fish is now a mature adult 9. the adult fish can lay more eggs 10.  question: suppose more fry are caught by fishermen happens how will it affect more fish? options: a) more b) less c) no effect",less,wiqa,107,b) less,b,a) more,a,0
"suppose more global warming causes extreme temperatures happens, how will it affect temperatures are more moderate and even.","['The farmer chooses a crop that will grow well in his region', 'The farmer tills the soil to loosen it', 'The farmer spreads seeds', 'The farmer tills again to plant the seeds', 'Crops grow.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:690:1347:9#3,1347,690,EXOGENOUS_EFFECT,3,test,1,The farmer chooses a crop that will grow well in his region. The farmer tills the soil to loosen it. The farmer spreads seeds. The farmer tills again to plant the seeds. Crops grow.,context: 1. the farmer chooses a crop that will grow well in his region 2. the farmer tills the soil to loosen it 3. the farmer spreads seeds 4. the farmer tills again to plant the seeds 5. crops grow. question: suppose more global warming causes extreme temperatures happens how will it affect temperatures are more moderate and even? options: a) more b) less c) no effect,less,wiqa,79,b) less,b,b) less,b,1
"suppose the fish is not matured fully happens, how will it affect more frogs.","['Frogs lay thousands of eggs', 'Egg clusters float around in water', 'Tadpoles with gills hatch from the eggs', 'Tadpoles swim in water until they grow legs', 'Absorbs their tails', 'Then the tadpole becomes a froglet', 'Then the froglet becomes a frog.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:642:1450:65,1450,642,OUTOFPARA_DISTRACTOR,0,test,2,Frogs lay thousands of eggs. Egg clusters float around in water. Tadpoles with gills hatch from the eggs. Tadpoles swim in water until they grow legs. Absorbs their tails. Then the tadpole becomes a froglet. Then the froglet becomes a frog.,context: 1. frogs lay thousands of eggs 2. egg clusters float around in water 3. tadpoles with gills hatch from the eggs 4. tadpoles swim in water until they grow legs 5. absorbs their tails 6. then the tadpole becomes a froglet 7. then the froglet becomes a frog. question: suppose the fish is not matured fully happens how will it affect more frogs? options: a) more b) less c) no effect,no effect,wiqa,110,c) no effect,c,c) no effect,c,1
"suppose there is no soil happens, how will it affect less water droplets will be formed in clouds.","['Water from oceans, lakes, rivers, swamps, and plants turns into water vapor', 'Water vapor forms droplets in clouds', 'Water droplets in clouds become rain or snow and fall', 'Some water goes into the ground', 'Some water flows down streams into rivers and oceans', '']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:14:914:178,914,14,OUTOFPARA_DISTRACTOR,0,test,2,"Water from oceans, lakes, rivers, swamps, and plants turns into water vapor. Water vapor forms droplets in clouds. Water droplets in clouds become rain or snow and fall. Some water goes into the ground. Some water flows down streams into rivers and oceans.","context: 1. water from oceans, lakes, rivers, swamps, and plants turns into water vapor 2. water vapor forms droplets in clouds 3. water droplets in clouds become rain or snow and fall 4. some water goes into the ground 5. some water flows down streams into rivers and oceans 6.  question: suppose there is no soil happens how will it affect less water droplets will be formed in clouds? options: a) more b) less c) no effect",no effect,wiqa,91,c) no effect,c,c) no effect,c,1
"suppose good weather for frogs occur happens, how will it affect less tadpoles develop limbs.","['The frog&#x27;s egg hatches and a tadpole is born', 'The tadpole swims with its siblings and tries to survive', 'The tadpole grows larger', 'The tadpole loses its tail', 'The tadpole develops limbs', 'And the tadpole now becomes a frog.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:643:1698:90#0,1698,643,EXOGENOUS_EFFECT,3,test,1,The frog&#x27;s egg hatches and a tadpole is born. The tadpole swims with its siblings and tries to survive. The tadpole grows larger. The tadpole loses its tail. The tadpole develops limbs. And the tadpole now becomes a frog.,context: 1. the frog&#x27;s egg hatches and a tadpole is born 2. the tadpole swims with its siblings and tries to survive 3. the tadpole grows larger 4. the tadpole loses its tail 5. the tadpole develops limbs 6. and the tadpole now becomes a frog. question: suppose good weather for frogs occur happens how will it affect less tadpoles develop limbs? options: a) more b) less c) no effect,less,wiqa,123,b) less,b,b) less,b,1
"suppose there are more fissures happens, how will it affect less frogs.","['A frog lays eggs in the water', 'Tadpoles develop inside of the eggs', 'The eggs hatch', 'The tadpoles eat and grow', 'The tadpoles grow legs and form into frogs', 'The frogs leave the water.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:515:457:116,457,515,OUTOFPARA_DISTRACTOR,0,test,2,A frog lays eggs in the water. Tadpoles develop inside of the eggs. The eggs hatch. The tadpoles eat and grow. The tadpoles grow legs and form into frogs. The frogs leave the water.,context: 1. a frog lays eggs in the water 2. tadpoles develop inside of the eggs 3. the eggs hatch 4. the tadpoles eat and grow 5. the tadpoles grow legs and form into frogs 6. the frogs leave the water. question: suppose there are more fissures happens how will it affect less frogs? options: a) more b) less c) no effect,no effect,wiqa,94,c) no effect,c,c) no effect,c,1
"suppose more land is cleared for planting happens, how will it affect magma transforms into a volcano above the earth.","['Tectonic plates smash together', 'The edges of the plates crumple up', 'The ridges are mountain ranges', 'Magma is forced to the surface', 'Magma forms a volcano.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:115:2081:132,2081,115,OUTOFPARA_DISTRACTOR,0,test,2,Tectonic plates smash together. The edges of the plates crumple up. The ridges are mountain ranges. Magma is forced to the surface. Magma forms a volcano.,context: 1. tectonic plates smash together 2. the edges of the plates crumple up 3. the ridges are mountain ranges 4. magma is forced to the surface 5. magma forms a volcano. question: suppose more land is cleared for planting happens how will it affect magma transforms into a volcano above the earth? options: a) more b) less c) no effect,no effect,wiqa,81,c) no effect,c,c) no effect,c,1
"suppose faster flower growth happens, how will it affect more heat.","['Water is exposed to heat energy, like sunlight', 'The water temperature is raised above 212 degrees fahrenheit', 'The heat breaks down the molecules in the water', 'These molecules escape from the water', 'The water becomes vapor', 'The vapor evaporates into the atmosphere', '']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:127:11:9,11,127,OUTOFPARA_DISTRACTOR,0,test,2,"Water is exposed to heat energy, like sunlight. The water temperature is raised above 212 degrees fahrenheit. The heat breaks down the molecules in the water. These molecules escape from the water. The water becomes vapor. The vapor evaporates into the atmosphere.","context: 1. water is exposed to heat energy, like sunlight 2. the water temperature is raised above 212 degrees fahrenheit 3. the heat breaks down the molecules in the water 4. these molecules escape from the water 5. the water becomes vapor 6. the vapor evaporates into the atmosphere 7.  question: suppose faster flower growth happens how will it affect more heat? options: a) more b) less c) no effect",no effect,wiqa,78,c) no effect,c,c) no effect,c,1
"suppose less / smaller pumpkins happens, how will it affect less flowers being pollinated.","['A bee visits a flower', 'The pollen from that flower sticks to the bee', 'The bee flies to another flower of the same type', 'The pollen that was stuck to the bee gets brushed onto the pistil of the flower', 'The flower is pollinated', 'Will begin to develop seeds and fruit.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:443:68:71,68,443,OUTOFPARA_DISTRACTOR,0,test,2,A bee visits a flower. The pollen from that flower sticks to the bee. The bee flies to another flower of the same type. The pollen that was stuck to the bee gets brushed onto the pistil of the flower. The flower is pollinated. Will begin to develop seeds and fruit.,context: 1. a bee visits a flower 2. the pollen from that flower sticks to the bee 3. the bee flies to another flower of the same type 4. the pollen that was stuck to the bee gets brushed onto the pistil of the flower 5. the flower is pollinated 6. will begin to develop seeds and fruit. question: suppose less smaller pumpkins happens how will it affect less flowers being pollinated? options: a) more b) less c) no effect,no effect,wiqa,99,c) no effect,c,c) no effect,c,1
"suppose plates are more active happens, how will it affect smaller mountains.","['Movements of tectonic plates causes the creation of volcanoes', 'These volcanoes erupt', 'Volcanic mountains are formed from the eruption', 'Sometimes tectonic plates crash into one another or ride over one another', 'These plates sometimes fold and buckle, which forms Fold Mountains', 'Sometimes fault blocks are raised or tilted, and they form Block Mountains', '']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:116:793:95#1,793,116,EXOGENOUS_EFFECT,4,test,0,"Movements of tectonic plates causes the creation of volcanoes. These volcanoes erupt. Volcanic mountains are formed from the eruption. Sometimes tectonic plates crash into one another or ride over one another. These plates sometimes fold and buckle, which forms Fold Mountains. Sometimes fault blocks are raised or tilted, and they form Block Mountains.","context: 1. movements of tectonic plates causes the creation of volcanoes 2. these volcanoes erupt 3. volcanic mountains are formed from the eruption 4. sometimes tectonic plates crash into one another or ride over one another 5. these plates sometimes fold and buckle, which forms fold mountains 6. sometimes fault blocks are raised or tilted, and they form block mountains 7.  question: suppose plates are more active happens how will it affect smaller mountains? options: a) more b) less c) no effect",more,wiqa,102,a) more,a,b) less,b,0
"suppose people use less pesticides happens, how will it affect plants reproduce more.","['Bees land on flowers and eat the nectar of the plants', 'While on the flowers pollen gets on the bee&#x27;s fur', 'The bee flies to another area with other flowers', 'The pollen is deposited in that area', 'A plant is able to reproduce.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:744:1010:110#1,1010,744,EXOGENOUS_EFFECT,3,test,0,Bees land on flowers and eat the nectar of the plants. While on the flowers pollen gets on the bee&#x27;s fur. The bee flies to another area with other flowers. The pollen is deposited in that area. A plant is able to reproduce.,context: 1. bees land on flowers and eat the nectar of the plants 2. while on the flowers pollen gets on the bee&#x27;s fur 3. the bee flies to another area with other flowers 4. the pollen is deposited in that area 5. a plant is able to reproduce. question: suppose people use less pesticides happens how will it affect plants reproduce more? options: a) more b) less c) no effect,more,wiqa,90,a) more,a,b) less,b,0
"suppose fewer eggs are laid happens, how will it affect a more intense water cycle.","['Water from a lake or ocean evaporates', 'The water vapor enters the atmosphere', 'The water vapor accumulates', 'The vapor becomes clouds', 'The clouds become too heaavy', 'Precipitation occurs.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:949:1421:106,1421,949,OUTOFPARA_DISTRACTOR,0,test,2,Water from a lake or ocean evaporates. The water vapor enters the atmosphere. The water vapor accumulates. The vapor becomes clouds. The clouds become too heaavy. Precipitation occurs.,context: 1. water from a lake or ocean evaporates 2. the water vapor enters the atmosphere 3. the water vapor accumulates 4. the vapor becomes clouds 5. the clouds become too heaavy 6. precipitation occurs. question: suppose fewer eggs are laid happens how will it affect a more intense water cycle? options: a) more b) less c) no effect,no effect,wiqa,77,c) no effect,c,c) no effect,c,1
"suppose the weather is very bad happens, how will it affect my kids wanted to grow pumpkins.","['Get some pumpkin seeds', 'Plant the pumpkin seeds in soil', 'Water the plant if it starts to dry out', 'Don&#x27;t water directly on the leaves', 'Male flowers appear', 'Female flowers are open for one day', 'Pumpkins mature 85-125 days after planting.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:1084:1307:88,1307,1084,OUTOFPARA_DISTRACTOR,0,test,2,Get some pumpkin seeds. Plant the pumpkin seeds in soil. Water the plant if it starts to dry out. Don&#x27;t water directly on the leaves. Male flowers appear. Female flowers are open for one day. Pumpkins mature 85-125 days after planting.,context: 1. get some pumpkin seeds 2. plant the pumpkin seeds in soil 3. water the plant if it starts to dry out 4. don&#x27;t water directly on the leaves 5. male flowers appear 6. female flowers are open for one day 7. pumpkins mature 85-125 days after planting. question: suppose the weather is very bad happens how will it affect my kids wanted to grow pumpkins? options: a) more b) less c) no effect,no effect,wiqa,83,c) no effect,c,b) less,b,0
