task,is_correct,domain_label,question_type,input,input,output_text,preds
cosmosqa,0,social,effect prediction,"context: so the result was 700 m swimming ; 350 m breaststroke and 350 m front crawl legs - all done in 23 minutes ! i am so proud of myself ! i might also soon chance it and do a few lengths of crawl with arms - i do n't know why that frightens me so , but it does . question: where did i swim for 23 minutes ? options: a) i swam in the river b) i swam in the ocean c) i swam in a hotel pool d) i swam in a school pool","context: no amount of spiritual guidance , counseling , friends or family would have been able to fix us . i woke up for 4 years not recognizing the person in the mirror anymore . i had poured so much into my marriage and felt more empty than ever . question: will they get a divorce ? options: a) their friends and family will support them staying together b) friends and family will help them seperate c) she will look in the mirror and decide to stay d) none of the above choices",d) i swam in a school pool,b) i swam in the ocean
cosmosqa,0,commonsense,effect prediction,"context: after i researched , i found a resume that i understood , at the time , to be correct . upon getting feedback from dr. fricke i realized it was not . therefore , i went back and found an appropriate example . question: why did the writer get feedback from dr. fricke ? options: a) because the writer went back and found an appropriate example b) none of the above choices c) because the writer did research d) because the writer found a resume they understood",context: i ' ve never had a tv show to be excited about . i do n't think i ' ve ever watched a season premere on purpose ever . i ' m just not a tv guy . question: will he watch the premier ? options: a) none of the above choices b) yes he will watch the premier because people are talking about it c) no he does nt watch tv very much d) yes so he can tell people he watched the premier too,b) none of the above choices,a) because the writer went back and found an appropriate example
cosmosqa,1,commonsense,cause prediction,"context: mitch , you are a shit head . i hope richelle has some sense somehow to know that he s bad news and does nt try and persue anything . mitch has no will power when it comes to these things he seems to "" fall in love "" quickly and easily and for very short periods of time . question: why are they calling mitch a shit head ? options: a) they want to let richelle know mitch is a great guy b) they hope richelle comes to her senses about him c) they love mitch it s a term of endearment d) none of the above choices",context: my family history goes back a long way . my ancestors on my mothers side were a mix of english and scandinavian mormon converts that came to utah in the 19th century . my father side is an unknown . question: what might be true about your family history ? options: a) no one on my mothers side mixed she was pure english b) it has a short history c) it has a deep history d) none of the above choices,b) they hope richelle comes to her senses about him,b) they hope richelle comes to her senses about him
cosmosqa,1,commonsense,cause prediction,context: my uncle gave me his old mogul . about 1 month ago he thought that it was stolen and did not have insurance on it . he called sprint and told them that and had them switch back to his old phone . question: why did your uncle give you his old phone ? options: a) my uncle wanted a new cellular network because he was sick of sprint b) none of the above choices c) he thought someone stole it and already ordered a replacement before finding it d) he thought someone tampered with it and already ordered a replacement before resolving its issues,"context: but i was too busy having fun ! ( or else chasing kids ... most of those 50 guests were under 3 feet tall . ) in that respect , lack of pictures is probably a good sign of a great party . back again to the original train of thought ... my sister and my good friend , stacey did all of the dishes towards the end of the night . question: why were most of the guests under 3 feet tall ? options: a) because the writer was too busy having fun b) because they were children c) because lack of pictures is probably a good sign of a great party d) because stacey did all of the dishes",c) he thought someone stole it and already ordered a replacement before finding it,c) he thought someone stole it and already ordered a replacement before finding it
cosmosqa,0,commonsense,cause prediction,"context: no amount of spiritual guidance , counseling , friends or family would have been able to fix us . i woke up for 4 years not recognizing the person in the mirror anymore . i had poured so much into my marriage and felt more empty than ever . question: will they get a divorce ? options: a) their friends and family will support them staying together b) friends and family will help them seperate c) she will look in the mirror and decide to stay d) none of the above choices","context: i should also cut my nails so i can play my geetar ! lol . anyhoo ... if there is anything you can suggest for me to do , let me know ! = d----------------------------------------------------------------------------------------------""i hope i never smell the smell of apples again ! "" said fili . question: what might you need to do before you play the guitar ? options: a) none of the above choices b) i ll need to remember the smell of apples before i play the geetar c) i ll need to keep my fingernails long d) i ll need to talk to fili",b) friends and family will help them seperate,d) none of the above choices
cosmosqa,0,commonsense,cause prediction,context: i ' ve never had a tv show to be excited about . i do n't think i ' ve ever watched a season premere on purpose ever . i ' m just not a tv guy . question: will he watch the premier ? options: a) none of the above choices b) yes he will watch the premier because people are talking about it c) no he does nt watch tv very much d) yes so he can tell people he watched the premier too,"context: so today was a horrible day . on my drive home i got so hungry . stupid me did n't bring some thing to drink to tide me over . so i stopped at taco johns , not until after i consumed my meal did i look up the calories . question: why did n't the writer look up the calories before they ate the food ? options: a) because they did nt bring something to drink b) because today was a horrible day c) because they did nt care at the time d) because they were on their drive home",c) no he does nt watch tv very much,b) yes he will watch the premier because people are talking about it
cosmosqa,1,social,effect prediction,context: my family history goes back a long way . my ancestors on my mothers side were a mix of english and scandinavian mormon converts that came to utah in the 19th century . my father side is an unknown . question: what might be true about your family history ? options: a) no one on my mothers side mixed she was pure english b) it has a short history c) it has a deep history d) none of the above choices,"context: we should take them seriously and have strong feelings and thoughts about these things . and as friends we can engage one another with respect , love , and good will . peace , friends ... -jeff p - d politics are important . question: what kind of person might someone describe jeff to be ? options: a) someone might describe jeff to be an open minded and willing to engage others b) someone might describe jeff to be a close minded but willing to engage others c) someone might describe jeff to be stubborn and yet willing to engage others d) someone might describe jeff to be stubborn and unwilling to engage others",c) it has a deep history,c) it has a deep history
cosmosqa,0,commonsense,effect prediction,"context: but i was too busy having fun ! ( or else chasing kids ... most of those 50 guests were under 3 feet tall . ) in that respect , lack of pictures is probably a good sign of a great party . back again to the original train of thought ... my sister and my good friend , stacey did all of the dishes towards the end of the night . question: why were most of the guests under 3 feet tall ? options: a) because the writer was too busy having fun b) because they were children c) because lack of pictures is probably a good sign of a great party d) because stacey did all of the dishes","context: my mom doubted it . it was too great a risk to take . sure the captain was good and all , but the boat was too small to go against the tides . my mom thought its engine was n't big enough , and thought about the possibilities of "" what if it would die out ? "" question: what did they probably do after the mom had her doubts ? options: a) they found a good captain b) they decided not to take the boat trip c) they put the small boat against the tides d) they took a great risk",b) because they were children,c) because lack of pictures is probably a good sign of a great party
cosmosqa,0,commonsense,effect prediction,"context: i should also cut my nails so i can play my geetar ! lol . anyhoo ... if there is anything you can suggest for me to do , let me know ! = d----------------------------------------------------------------------------------------------""i hope i never smell the smell of apples again ! "" said fili . question: what might you need to do before you play the guitar ? options: a) none of the above choices b) i ll need to remember the smell of apples before i play the geetar c) i ll need to keep my fingernails long d) i ll need to talk to fili","context: so usually on tuesdays i have about an hour and 45 minutes of time inbetween dropping the kids off at sonshine school and coming in to work at the church . last week , i chose to hang out at panera during that time with my friend carrie . this week , i was determined to try something new . question: what probably happened after this story ? options: a) none of the above choices b) the narrator did not have free time on tuesday c) the narrator hung out at panera with carrie d) the narrator did nt hang out at panera",a) none of the above choices,b) i ll need to remember the smell of apples before i play the
cosmosqa,0,commonsense,effect prediction,"context: so today was a horrible day . on my drive home i got so hungry . stupid me did n't bring some thing to drink to tide me over . so i stopped at taco johns , not until after i consumed my meal did i look up the calories . question: why did n't the writer look up the calories before they ate the food ? options: a) because they did nt bring something to drink b) because today was a horrible day c) because they did nt care at the time d) because they were on their drive home","context: i love art in any shape or form ! just give me a piece of muslin , a needle and a thread and see what i come up with . i do n't use too many tools and love creating the old fashioned way . question: what is probably true about the narrator ? options: a) they are nt creative and artistic b) they only like certain types of art c) they like using different tools d) they are creative and artistic",c) because they did nt care at the time,a) because they did nt bring something to drink
cosmosqa,1,social,effect prediction,"context: we should take them seriously and have strong feelings and thoughts about these things . and as friends we can engage one another with respect , love , and good will . peace , friends ... -jeff p - d politics are important . question: what kind of person might someone describe jeff to be ? options: a) someone might describe jeff to be an open minded and willing to engage others b) someone might describe jeff to be a close minded but willing to engage others c) someone might describe jeff to be stubborn and yet willing to engage others d) someone might describe jeff to be stubborn and unwilling to engage others","context: he and his wife bid me good night later ( both a bit tipsy ) as they went to get their seats . i looked later ( very sneakily , as there were cameras around and i was pretty sure something about the whole thing was wrong ) , and he gave me a twenty . for two glasses of wine that they did n't even finish ! question: what might i do after receiving the large tip ? options: a) i might try to hide my thanks to the couple b) i might try to express my resentment to the couple c) i might try to express my anger to the couple d) i might try to express my thanks to the couple",a) someone might describe jeff to be an open minded and willing to engage others,a) someone might describe jeff to be an open minded and willing to engage
cosmosqa,0,commonsense,cause prediction,"context: my mom doubted it . it was too great a risk to take . sure the captain was good and all , but the boat was too small to go against the tides . my mom thought its engine was n't big enough , and thought about the possibilities of "" what if it would die out ? "" question: what did they probably do after the mom had her doubts ? options: a) they found a good captain b) they decided not to take the boat trip c) they put the small boat against the tides d) they took a great risk","context: i get up at six - thirty to a cool , rainy day . my hopes for mowing the front this morning are out with the rain . instead , i have my shake and coffee , then drive over to the gym for an extra heavy double - workout , making up for missing the past couple of days . question: why was there no hope of mowing the front ? options: a) none of the above choices b) because the writer has their coffee c) because the writer went to the gym d) because it s raining",b) they decided not to take the boat trip,d) they took a great risk
cosmosqa,0,commonsense,cause prediction,"context: so usually on tuesdays i have about an hour and 45 minutes of time inbetween dropping the kids off at sonshine school and coming in to work at the church . last week , i chose to hang out at panera during that time with my friend carrie . this week , i was determined to try something new . question: what probably happened after this story ? options: a) none of the above choices b) the narrator did not have free time on tuesday c) the narrator hung out at panera with carrie d) the narrator did nt hang out at panera","context: i motioned for chris to get out of car . i walked around the backside as eric ranted in his seat . "" are you going to lose your job ? "" "" probably , "" she sighed . question: what might have happened to her that she thinks she 's going to lose her job ? options: a) something bad that will negatively affect the prospect of her job might have happened b) something bad that will postively affect the prospect of her job might have happened c) something bad that will negatively affect the prospect of my job might have happened d) none of the above choices",d) the narrator did nt hang out at panera,c) the narrator hung out at panera with carrie
cosmosqa,1,commonsense,effect prediction,"context: i love art in any shape or form ! just give me a piece of muslin , a needle and a thread and see what i come up with . i do n't use too many tools and love creating the old fashioned way . question: what is probably true about the narrator ? options: a) they are nt creative and artistic b) they only like certain types of art c) they like using different tools d) they are creative and artistic","context: i like her . i ' m pretty sure she was in band last year ( i would n't know about this year ) , and i think she was a freshman last year . my foot was hurting wicked bad when i went out for my last cart shift , and so was my knee , so i was limping all over the place . it was horrible . question: what may be different if the narrator was not hurt ? options: a) they would be limping b) none of the above choices c) they would nt make their last cart shift d) they would not be limping",d) they are creative and artistic,d) they are creative and artistic
cosmosqa,1,commonsense,effect prediction,"context: he and his wife bid me good night later ( both a bit tipsy ) as they went to get their seats . i looked later ( very sneakily , as there were cameras around and i was pretty sure something about the whole thing was wrong ) , and he gave me a twenty . for two glasses of wine that they did n't even finish ! question: what might i do after receiving the large tip ? options: a) i might try to hide my thanks to the couple b) i might try to express my resentment to the couple c) i might try to express my anger to the couple d) i might try to express my thanks to the couple","context: i like her . i ' m pretty sure she was in band last year ( i would n't know about this year ) , and i think she was a freshman last year . my foot was hurting wicked bad when i went out for my last cart shift , and so was my knee , so i was limping all over the place . it was horrible . question: what may be different if the narrator was not hurt ? options: a) their shift would be horrible b) none of the above choices c) they would nt make their last cart shift d) they would be limping",d) i might try to express my thanks to the couple,d) i might try to express my thanks to the couple
cosmosqa,1,commonsense,cause prediction,"context: i get up at six - thirty to a cool , rainy day . my hopes for mowing the front this morning are out with the rain . instead , i have my shake and coffee , then drive over to the gym for an extra heavy double - workout , making up for missing the past couple of days . question: why was there no hope of mowing the front ? options: a) none of the above choices b) because the writer has their coffee c) because the writer went to the gym d) because it s raining",context: but i made it out safely . i am so happy that i paid attention to all my driving lessons over the last 2 years . after everyone got controll i was just shaking . it was so scary . question: why were they scared during driving ? options: a) their driving lessons were finished and it was so scary b) someone was uncontrollable and making everyone scared c) they avoided having a traffic accident d) none of the above choices,d) because it s raining,d) because it s raining
cosmosqa,1,social,cause prediction,"context: i motioned for chris to get out of car . i walked around the backside as eric ranted in his seat . "" are you going to lose your job ? "" "" probably , "" she sighed . question: what might have happened to her that she thinks she 's going to lose her job ? options: a) something bad that will negatively affect the prospect of her job might have happened b) something bad that will postively affect the prospect of her job might have happened c) something bad that will negatively affect the prospect of my job might have happened d) none of the above choices","context: a million stupid people from lenders to regulators to individual buys made stupid decisions that lead to this point . it is not the taxpayer 's job to fix this for them . an inflated market worldwide and stupid short - term thinking worldwide , fueled this mess . the government should n't have save the airlines after 9/11 . question: why is it not the taxpayer 's job to fix this ? options: a) because the airlines need to be saved b) because the taxpayer did nt cause the problem c) none of the above choices d) because a million stupid people made stupid decisions",a) something bad that will negatively affect the prospect of her job might have happened,a) something bad that will negatively affect the prospect of her job might have happened
cosmosqa,1,social,cause prediction,"context: i like her . i ' m pretty sure she was in band last year ( i would n't know about this year ) , and i think she was a freshman last year . my foot was hurting wicked bad when i went out for my last cart shift , and so was my knee , so i was limping all over the place . it was horrible . question: what may be different if the narrator was not hurt ? options: a) they would be limping b) none of the above choices c) they would nt make their last cart shift d) they would not be limping","context: it was a great day , and we are constantly amazed by how loving and friendly the kids are towards us . they followed us around all day , and hugged us constantly . when we leave each day , they line the streets and follow us out screaming "" hasta manana , amigos ! "" continue to pray for us . question: why are the kids so friendly towards you guys ? options: a) the kids are used to tourists and express friendliness to any tourists they happen across b) they want us to buy them things so they re friendly in order to get those donations c) they are hoping to get donations from us d) none of the above choices",d) they would not be limping,d) they would not be limping
cosmosqa,0,social,effect prediction,"context: i like her . i ' m pretty sure she was in band last year ( i would n't know about this year ) , and i think she was a freshman last year . my foot was hurting wicked bad when i went out for my last cart shift , and so was my knee , so i was limping all over the place . it was horrible . question: what may be different if the narrator was not hurt ? options: a) their shift would be horrible b) none of the above choices c) they would nt make their last cart shift d) they would be limping","context: he was suppose to arrive between 8 and 12 . at one allan called and was told the original repairman had an emergency so they had to call another tech in to do the work so he was running behind . when the tech arrived at 4:30 allan said to him "" so you had to replace the other tech because of his emergency "" . the tech responded "" there was no other tech . question: what will allan say to the repair man next ? options: a) allan will thank them for coming b) none of the above choices c) allan will ask why he was lied to d) allan will say it s okay they are late",b) none of the above choices,c) they would nt make their last cart shift
cosmosqa,1,commonsense,cause prediction,context: but i made it out safely . i am so happy that i paid attention to all my driving lessons over the last 2 years . after everyone got controll i was just shaking . it was so scary . question: why were they scared during driving ? options: a) their driving lessons were finished and it was so scary b) someone was uncontrollable and making everyone scared c) they avoided having a traffic accident d) none of the above choices,"context: before you were turned , before you were even born , it started it 's bloody course . everywhere men and women were dropping dead , children grew up wild having no parents to teach them the ways of man . it was a dark time and , being creatures of the night , we were kings . question: what may have caused the bloody course to start ? options: a) children grew up wild because there parents would nt teach them the ways of man b) none of the above choices c) people could nt avoid death d) the day took priority over the nightfall",c) they avoided having a traffic accident,c) they avoided having a traffic accident
cosmosqa,0,commonsense,cause prediction,"context: a million stupid people from lenders to regulators to individual buys made stupid decisions that lead to this point . it is not the taxpayer 's job to fix this for them . an inflated market worldwide and stupid short - term thinking worldwide , fueled this mess . the government should n't have save the airlines after 9/11 . question: why is it not the taxpayer 's job to fix this ? options: a) because the airlines need to be saved b) because the taxpayer did nt cause the problem c) none of the above choices d) because a million stupid people made stupid decisions","context: i might go get my tattoo that i ' ve been waiting to get for so long . i might just head home to scranton to get it , i figured it ca n't be much more than $ 100 since that 's what i paid for my last one and this one is no where near as detailed . so , yes . question: why might i get a tattoo ? options: a) none of the above choices b) it ca nt be much more than 100 c) this one is no where near as detailed d) i might just head home to scranton",b) because the taxpayer did nt cause the problem,d) because a million stupid people made stupid decisions
cosmosqa,0,social,cause prediction,"context: it was a great day , and we are constantly amazed by how loving and friendly the kids are towards us . they followed us around all day , and hugged us constantly . when we leave each day , they line the streets and follow us out screaming "" hasta manana , amigos ! "" continue to pray for us . question: why are the kids so friendly towards you guys ? options: a) the kids are used to tourists and express friendliness to any tourists they happen across b) they want us to buy them things so they re friendly in order to get those donations c) they are hoping to get donations from us d) none of the above choices",context: i was casually seeing someone for two months ! my friends and his friends knew we were together ! but he gave it up ! he used to stay with me when we was out and be very cuddly in the morning ! question: what 's a possible reason the writer was casually seeing someone for two months ? options: a) because they enjoyed their company b) because he gave it up c) because their friends knew they were together d) because he used to stay with the writer when he was out,a) the kids are used to tourists and express friendliness to any tourists they happen across,c) they are hoping to get donations from us
cosmosqa,0,commonsense,other,"context: he was suppose to arrive between 8 and 12 . at one allan called and was told the original repairman had an emergency so they had to call another tech in to do the work so he was running behind . when the tech arrived at 4:30 allan said to him "" so you had to replace the other tech because of his emergency "" . the tech responded "" there was no other tech . question: what will allan say to the repair man next ? options: a) allan will thank them for coming b) none of the above choices c) allan will ask why he was lied to d) allan will say it s okay they are late",context: [ 12 ] where was your first sleep over?no idea ... maybe my cousin amy 's house ? [ 13 ] who was the first person you talked to today?the cat . [ 15 ] what was the first thing you did this morning?fed the cat then did a wee . question: where did i talk to the cat ? options: a) in the neighborhood b) in the living room in my house c) in amy s bedroom d) in the cat s cage,c) allan will ask why he was lied to,a) allan will thank them for coming
cosmosqa,0,commonsense,effect prediction,"context: before you were turned , before you were even born , it started it 's bloody course . everywhere men and women were dropping dead , children grew up wild having no parents to teach them the ways of man . it was a dark time and , being creatures of the night , we were kings . question: what may have caused the bloody course to start ? options: a) children grew up wild because there parents would nt teach them the ways of man b) none of the above choices c) people could nt avoid death d) the day took priority over the nightfall",context: let me just say that my boss is cool . all i did was ask her if i could take the rest of the day off for errands ad she was like ' sure ! just make sure you log it in ' i did n't have to find anyone to cover me or anything . things are going well . question: what did i do after i logged in my time ? options: a) i went grocery shopping b) i tried to find someone to cover for me c) i called corporate to complain about my boss d) none of the above choices,c) people could nt avoid death,a) children grew up wild because there parents would nt teach them the ways
cosmosqa,0,commonsense,effect prediction,"context: i might go get my tattoo that i ' ve been waiting to get for so long . i might just head home to scranton to get it , i figured it ca n't be much more than $ 100 since that 's what i paid for my last one and this one is no where near as detailed . so , yes . question: why might i get a tattoo ? options: a) none of the above choices b) it ca nt be much more than 100 c) this one is no where near as detailed d) i might just head home to scranton",context: and i kept thinking that her studies in psychology should be helping her to leave this religious group . with the christmas season over - ben and pam began talking about getting married right away . they did n't let us know the date of their wedding . question: what probably happened after this story ? options: a) ben and pam got married b) none of the above choices c) ben and pam did not get married d) the narrator celebrated christmas,a) none of the above choices,d) i might just head home to scranton
cosmosqa,0,commonsense,cause prediction,context: i was casually seeing someone for two months ! my friends and his friends knew we were together ! but he gave it up ! he used to stay with me when we was out and be very cuddly in the morning ! question: what 's a possible reason the writer was casually seeing someone for two months ? options: a) because they enjoyed their company b) because he gave it up c) because their friends knew they were together d) because he used to stay with the writer when he was out,context: also we have no internet here either so i had to email via iphone and each time i pressed delete it deleted a whole sentence which made me cry . yesterday at the park two dogs ran into me . hard . question: why is this person so upset ? options: a) none of the above choices b) the emailed customer service but did nt get an answer c) two dogs ran into them and made them cry d) two dogs ran into them and made them drop their iphone,a) because they enjoyed their company,b) because he gave it up
cosmosqa,1,social,cause prediction,context: [ 12 ] where was your first sleep over?no idea ... maybe my cousin amy 's house ? [ 13 ] who was the first person you talked to today?the cat . [ 15 ] what was the first thing you did this morning?fed the cat then did a wee . question: where did i talk to the cat ? options: a) in the neighborhood b) in the living room in my house c) in amy s bedroom d) in the cat s cage,context: cj went off to have dinner with his parents after that so bryan and me took cab to cineleisure for dinner . the cab ride was horrible . i have n't felt so sick for a long time . and i ca n't even talk properly . question: why did cj go to have dinner with his parents ? options: a) because bryan and the writer were going to cineleisure b) because the cab ride was horrible for the writer c) because bryan and the writer were going to dinner d) because they wanted to spend time with each other,b) in the living room in my house,b) in the living room in my house
cosmosqa,0,commonsense,cause prediction,context: let me just say that my boss is cool . all i did was ask her if i could take the rest of the day off for errands ad she was like ' sure ! just make sure you log it in ' i did n't have to find anyone to cover me or anything . things are going well . question: what did i do after i logged in my time ? options: a) i went grocery shopping b) i tried to find someone to cover for me c) i called corporate to complain about my boss d) none of the above choices,context: maria and i had a bad accident coming home last night . i have bruises and scrapes . maria potentially has a fracture in her tailbone . we are both lucky to be alive at all . question: why does maria have to go to the doctor ? options: a) to check that she is still alive b) coming home she felt like visiting the doctor c) none of the above choices d) she was lucky to come home last night,a) i went grocery shopping,b) i tried to find someone to cover for me
cosmosqa,1,commonsense,effect prediction,context: and i kept thinking that her studies in psychology should be helping her to leave this religious group . with the christmas season over - ben and pam began talking about getting married right away . they did n't let us know the date of their wedding . question: what probably happened after this story ? options: a) ben and pam got married b) none of the above choices c) ben and pam did not get married d) the narrator celebrated christmas,"context: when dad got layed off from boeing in the ' 70 's , he made toy hydro boats and planters for an income . we used to paint our hydros and tie them on to the back of our bikes . my oldest brother used to have us down to watch the races at his house . question: what may happen after your dad gets layed off from boeing ? options: a) he would turn to his creative side to make money b) he would try to get his job back at boeing c) he would make bikes for income d) he would turn to his boat races to make money",a) ben and pam got married,a) ben and pam got married
cosmosqa,1,commonsense,other,context: also we have no internet here either so i had to email via iphone and each time i pressed delete it deleted a whole sentence which made me cry . yesterday at the park two dogs ran into me . hard . question: why is this person so upset ? options: a) none of the above choices b) the emailed customer service but did nt get an answer c) two dogs ran into them and made them cry d) two dogs ran into them and made them drop their iphone,"context: we laughed , we got serious , we joked , we drank mountain dew and listened to an older - man duo with guitars at a coffee shop . ( we left because their loudness was invading our conversation . ) it was simply a great great day . question: where did you go after leaving the coffee shop ? options: a) to the guitar shop b) back to the office c) to a different coffee shop d) back to the mountain",c) two dogs ran into them and made them cry,c) two dogs ran into them and made them cry
cosmosqa,1,commonsense,effect prediction,context: cj went off to have dinner with his parents after that so bryan and me took cab to cineleisure for dinner . the cab ride was horrible . i have n't felt so sick for a long time . and i ca n't even talk properly . question: why did cj go to have dinner with his parents ? options: a) because bryan and the writer were going to cineleisure b) because the cab ride was horrible for the writer c) because bryan and the writer were going to dinner d) because they wanted to spend time with each other,"context: and it 's good to see mr. gus , who has affectionately head - bonked me in the shins repeatedly since we got back . rediscovering my other clothes was swell . discovering the penicillin growing in the coffeemaker i forgot to clean out before we left was pretty awesome as well . question: what might be different if the narrator cleaned out the coffeemaker ? options: a) they would nt see mr gus b) it would not be growing penicillin c) they would nt rediscover their clothes d) none of the above choices",d) because they wanted to spend time with each other,d) because they wanted to spend time with each other
cosmosqa,0,commonsense,effect prediction,context: maria and i had a bad accident coming home last night . i have bruises and scrapes . maria potentially has a fracture in her tailbone . we are both lucky to be alive at all . question: why does maria have to go to the doctor ? options: a) to check that she is still alive b) coming home she felt like visiting the doctor c) none of the above choices d) she was lucky to come home last night,"context: after episode 10 , i lost all the previous reluctance to take it slow . i wanted to watch the next one as soon as i can . at the very very end of episode 10 , there was a final glimpse of the preview . question: has the preview of the next episode peaked the interest of the person ? options: a) after episode 10 the person has great reluctance to watch episode 11 b) none of the above choices c) the person would like to watch the next episode but there is no hurry d) the person has gained in interest through 10 episodes with the preview they are very interested",c) none of the above choices,a) to check that she is still alive
cosmosqa,1,commonsense,effect prediction,"context: when dad got layed off from boeing in the ' 70 's , he made toy hydro boats and planters for an income . we used to paint our hydros and tie them on to the back of our bikes . my oldest brother used to have us down to watch the races at his house . question: what may happen after your dad gets layed off from boeing ? options: a) he would turn to his creative side to make money b) he would try to get his job back at boeing c) he would make bikes for income d) he would turn to his boat races to make money","context: as a coworker likes to say , "" did i take a foolish pill ? "" today i spent hours searching the house for my keys , only to find them in my purse in a pocket that i am positive i already checked ! * shakes head at self * this and the last post really make me wonder . question: what is probably true about the narrator ? options: a) they do not feel forgetful right now b) they feel foolish right now c) they knew exactly where their keys were d) they do not feel foolish right now",a) he would turn to his creative side to make money,a) he would turn to his creative side to make money
cosmosqa,1,social,cause prediction,"context: we laughed , we got serious , we joked , we drank mountain dew and listened to an older - man duo with guitars at a coffee shop . ( we left because their loudness was invading our conversation . ) it was simply a great great day . question: where did you go after leaving the coffee shop ? options: a) to the guitar shop b) back to the office c) to a different coffee shop d) back to the mountain","context: i took her to her doctor that knows her . he did his exam , and leah was crying , she had said to me , "" mommy , why wo n't they go away ? i ' m tired of feeling bad and having them "" . my heart broken , but having to be strong , i said , "" i know honey , me too "" . question: why was mom heart broken ? options: a) she thought she should be able to help the doctor b) the mom could nt do anything for leah c) none of the above choices d) she was glad that leah was sick",c) to a different coffee shop,c) to a different coffee shop
cosmosqa,1,social,cause prediction,"context: and it 's good to see mr. gus , who has affectionately head - bonked me in the shins repeatedly since we got back . rediscovering my other clothes was swell . discovering the penicillin growing in the coffeemaker i forgot to clean out before we left was pretty awesome as well . question: what might be different if the narrator cleaned out the coffeemaker ? options: a) they would nt see mr gus b) it would not be growing penicillin c) they would nt rediscover their clothes d) none of the above choices",context: it was just so amazing .. gives you butterflys ! hehebut i just thought i 'd share my excitment . hope everyones doing great ! what does everyone think about the name ? question: why might i want to share my excitement ? options: a) because sharing an excitement nullifies our experiences b) because sharing an excitement does nothing for us c) none of the above choices d) because sharing an excitement diminishes our experiences,b) it would not be growing penicillin,b) it would not be growing penicillin
cosmosqa,1,commonsense,cause prediction,"context: after episode 10 , i lost all the previous reluctance to take it slow . i wanted to watch the next one as soon as i can . at the very very end of episode 10 , there was a final glimpse of the preview . question: has the preview of the next episode peaked the interest of the person ? options: a) after episode 10 the person has great reluctance to watch episode 11 b) none of the above choices c) the person would like to watch the next episode but there is no hurry d) the person has gained in interest through 10 episodes with the preview they are very interested",context: vicky did what she had to closing down the desk and stuff before starting to go up the stairs . people were coming in the front door and vicky was letting them up so they could get around and over to the basement stairs . i was standing there looking out the window to see what was going on . theresa was nervous and kept asking me what it was . question: why was i looking out the window ? options: a) i was trying to see over to the basement stairs b) i was trying to see past the desk to see theresa c) none of the above choices d) i was trying to see what everyone was panicking about,d) the person has gained in interest through 10 episodes with the preview they are very interested,d) the person has gained in interest through 10 episodes with the preview they are very interested
cosmosqa,0,social,cause prediction,"context: as a coworker likes to say , "" did i take a foolish pill ? "" today i spent hours searching the house for my keys , only to find them in my purse in a pocket that i am positive i already checked ! * shakes head at self * this and the last post really make me wonder . question: what is probably true about the narrator ? options: a) they do not feel forgetful right now b) they feel foolish right now c) they knew exactly where their keys were d) they do not feel foolish right now","context: i sat in the corner and watched the night unfold . he dedicated "" roll to me "" to me , as it 's now our song . a woman asked , "" you two married ? "" question: why did a woman ask if we are married ? options: a) she is looking for a potential groom b) none of the above choices c) we sat in the corner together d) we looked intimate",b) they feel foolish right now,c) they knew exactly where their keys were
cosmosqa,0,social,effect prediction,"context: i took her to her doctor that knows her . he did his exam , and leah was crying , she had said to me , "" mommy , why wo n't they go away ? i ' m tired of feeling bad and having them "" . my heart broken , but having to be strong , i said , "" i know honey , me too "" . question: why was mom heart broken ? options: a) she thought she should be able to help the doctor b) the mom could nt do anything for leah c) none of the above choices d) she was glad that leah was sick",context: but did on the sidewalk in front of my house . classy ! today i come in expecting to receive a written warning for unprofessional behavior as everyone knew i had the irish flu . instead i ' m greated to the above illustration on the hallway white board and my boss laughing his head off at me . question: what kind of rules might my work place have ? options: a) my work place might have a rule against coming into work with a laughter b) my work place might have a rule against coming into work under an illustration c) none of the above choices d) my work place might have a rule against coming into work with a hangover,b) the mom could nt do anything for leah,a) she thought she should be able to help the doctor
cosmosqa,0,commonsense,effect prediction,context: it was just so amazing .. gives you butterflys ! hehebut i just thought i 'd share my excitment . hope everyones doing great ! what does everyone think about the name ? question: why might i want to share my excitement ? options: a) because sharing an excitement nullifies our experiences b) because sharing an excitement does nothing for us c) none of the above choices d) because sharing an excitement diminishes our experiences,"context: not good . the place stank , not just of the usual stale bar and fart smell , but serious acrid stuff , very unpleasant . bumped into ex - chez pinapple party acolytes and said hello . question: what did you do after you were at the bar ? options: a) i left as soon as i could because it smelled so awful and was just an unpleasant environment b) i asked the bar owner if they could fix the smell in the bar and they used some air freshener c) i ordered some more drinks and eventually ordered food at the bar d) none of the above choices",c) none of the above choices,a) because sharing an excitement nullifies our experiences
